label,centrality
"[Addition to The National Archives, RAIL 950/17]",2.0
"[Addition to The National Archives, CO 5/904]",2.0
"[Addition to The National Archives, E 405/550]",2.0
"[Addition to The National Archives, E 405/550]",2.0
"[Addition to The National Archives, DL 30/603/2]",2.0
"[Addition to The National Archives, SP 24/18]",2.0
"[Addition to The National Archives, E 36/29]",2.0
"[Addition to The National Archives, ADM 1/5438]",2.0
"[Box (The National Archives, CO 31/1)]",2.0
"[Addition to The National Archives, ADM 139/1025]",2.0
"[Addition to The National Archives, ADM 37/5039]",2.0
"[Addition to The National Archives, E 405/550]",2.0
"[Addition to The National Archives, ADM 1/2628]",2.0
"[Addition to The National Archives, SP 105/207]",2.0
"[Addition to The National Archives, T 20/1220]",2.0
"[Addition to The National Archives, SP 91/14]",2.0
"[Addition to The National Archives, CO 5/904]",2.0
"[Addition to The National Archives, ADM 139/1027]",2.0
"[Addition to The National Archives, E 405/550]",2.0
"[Addition to The National Archives, CRIM 10/28]",2.0
"[Addition to The National Archives, ADM 139/1025]",2.0
"[Addition to The National Archives, SP 44/335]",2.0
"[Addition to The National Archives, ADM 139/1027]",2.0
"[Addition to The National Archives, SP 24/18]",2.0
"[Addition to The National Archives, SP 24/18]",2.0
"[Bookblock (The National Archives, CO 299/89)]",1.875
"[Bookblock (The National Archives, B 3/5243)]",1.875
"[Bookblock (The National Archives, CO 31/1)]",1.875
"[Bookblock (The National Archives, WO 381/11)]",1.875
"[Bookblock (The National Archives, SP 104/143)]",1.875
"[Bookblock (The National Archives, E 315/128)]",1.875
"[Bookblock (The National Archives, RAIL 527/1429)]",1.875
"[Bookblock (The National Archives, ADM 55/24)]",1.875
"[Bookblock (The National Archives, RAIL 950/17)]",1.875
"[Bookblock (The National Archives, CO 473/9)]",1.875
"[Bookblock (The National Archives, FO 97/341)]",1.875
"[Bookblock (The National Archives, HCA 13/56)]",1.875
"[Bookblock (The National Archives, CRES 40/25A)]",1.875
"[Bookblock (The National Archives, LC 5/156)]",1.875
"[Cover (The National Archives, SP 104/143)]",1.2727272727272727
"[Cover (The National Archives, CO 299/89)]",1.2
"[Cover (The National Archives, ADM 37/5039)]",1.1666666666666667
"[Cover (The National Archives, RAIL 527/1429)]",1.0909090909090908
"[Conservation treatment date (The National Archives, ASSI 41/4)]",1.0
"[Conservation treatment date (The National Archives, FO 97/341)]",1.0
"[Conservation treatment date (The National Archives, ADM 223/31)]",1.0
"[Conservation treatment date (The National Archives, CO 473/9)]",1.0
"[Conservation treatment date (The National Archives, E 36/2)]",1.0
"[Conservation treatment date (The National Archives, ADM 55/107)]",1.0
"[Conservation treatment date (The National Archives, CO 299/89)]",1.0
"[Conservation treatment date (The National Archives, SP 24/18)]",1.0
"[Conservation treatment date (The National Archives, ADM 37/5039)]",1.0
"[Conservation treatment date (The National Archives, CRIM 10/28)]",1.0
"[Conservation treatment date (The National Archives, ADM 139/1023)]",1.0
"[Conservation treatment date (The National Archives, ADM 55/32)]",1.0
"[Conservation treatment date (The National Archives, E 36/29)]",1.0
"[Conservation treatment date (The National Archives, RAIL 950/17)]",1.0
"[Conservation treatment date (The National Archives, ADM 42/681)]",1.0
"[Conservation treatment date (The National Archives, PRO 30/69/1186)]",1.0
"[Conservation treatment date (The National Archives, SP 91/14)]",1.0
"[Conservation treatment date (The National Archives, HCA 13/78)]",1.0
"[Conservation treatment date (The National Archives, WO 69/905)]",1.0
"[Conservation treatment date (The National Archives, CO 5/904)]",1.0
"[Conservation treatment date (The National Archives, SP 44/335)]",1.0
"[Conservation treatment date (The National Archives, CRES 40/25A)]",1.0
"[Conservation treatment date (The National Archives, E 405/550)]",1.0
"[Conservation treatment date (The National Archives, B 3/5243)]",1.0
"[Cover (The National Archives, FO 97/341)]",1.0
"[Conservation treatment date (The National Archives, T 20/1220)]",1.0
"[Conservation treatment date (The National Archives, SP 105/207)]",1.0
"[Conservation treatment date (The National Archives, ADM 1/5437)]",1.0
"[Conservation treatment date (The National Archives, E 315/128)]",1.0
"[Conservation treatment date (The National Archives, LC 5/156)]",1.0
"[Conservation treatment date (The National Archives, DL 30/603/2)]",1.0
"[Conservation treatment date (The National Archives, HCA 13/56)]",1.0
"[Conservation treatment date (The National Archives, SP 104/143)]",1.0
"[Conservation treatment date (The National Archives, RAIL 527/1429)]",1.0
"[Conservation treatment date (The National Archives, CO 31/1)]",1.0
"[Conservation treatment date (The National Archives, FO 802/614)]",1.0
"[Conservation treatment date (The National Archives, ADM 1/5438)]",1.0
"[Conservation treatment date (The National Archives, SP 104/171)]",1.0
"[Conservation treatment date (The National Archives, ADM 139/1027)]",1.0
"[Conservation treatment date (The National Archives, FO 802/607)]",1.0
"[Conservation treatment date (The National Archives, PC 6/15)]",1.0
"[Conservation treatment date (The National Archives, WO 381/11)]",1.0
"[Conservation treatment date (The National Archives, ADM 139/1025)]",1.0
"[Conservation treatment date (The National Archives, ADM 55/24)]",1.0
"[Conservation treatment date (The National Archives, SP 71/19)]",1.0
"[Conservation treatment date (The National Archives, ADM 1/2628)]",1.0
"[Sewing structure (The National Archives, SP 91/14)]",0.875
"[Cover (The National Archives, PC 6/15)]",0.875
"[Cover (The National Archives, E 36/29)]",0.875
"[Cover (The National Archives, E 36/2)]",0.8333333333333334
"[Cover (The National Archives, FO 802/607)]",0.8333333333333334
"[Cover (The National Archives, CRIM 10/28)]",0.8
"[Sewing structure (The National Archives, CO 31/1)]",0.7777777777777778
"[Cover (The National Archives, B 3/5243)]",0.75
"[Cover (The National Archives, T 20/1220)]",0.75
"[Cover (The National Archives, RAIL 950/17)]",0.75
"[Cover (The National Archives, CO 473/9)]",0.75
"[Cover (The National Archives, ADM 1/5437)]",0.7272727272727273
"[Cover (The National Archives, WO 69/905)]",0.7142857142857143
"[Left board (The National Archives, SP 71/19)]",0.7
"[Left board (The National Archives, HCA 13/56)]",0.7
"[Left board (The National Archives, ASSI 41/4)]",0.7
"[Right board (The National Archives, PC 6/15)]",0.7
"[Left board (The National Archives, ADM 1/5437)]",0.7
"[Left board (The National Archives, B 3/5243)]",0.7
"[Cover (The National Archives, DL 30/603/2)]",0.7
"[Cover (The National Archives, ADM 55/32)]",0.7
"[Right board (The National Archives, RAIL 527/1429)]",0.7
"[Cover (The National Archives, SP 104/171)]",0.7
"[Left board (The National Archives, PRO 30/69/1186)]",0.7
"[Right board (The National Archives, SP 71/19)]",0.7
"[Left board (The National Archives, CRES 40/25A)]",0.7
"[Right board (The National Archives, PRO 30/69/1186)]",0.7
"[Right board (The National Archives, E 405/550)]",0.7
"[Right board (The National Archives, ADM 42/681)]",0.7
"[Right board (The National Archives, ASSI 41/4)]",0.7
"[Right board (The National Archives, ADM 1/5437)]",0.7
"[Right board (The National Archives, E 36/29)]",0.7
"[Right board (The National Archives, SP 91/14)]",0.7
"[Left board (The National Archives, CO 299/89)]",0.7
"[Right board (The National Archives, DL 30/603/2)]",0.7
"[Left board (The National Archives, LC 5/156)]",0.7
"[Right board (The National Archives, CO 299/89)]",0.7
"[Right board (The National Archives, LC 5/156)]",0.7
"[Left board (The National Archives, SP 91/14)]",0.7
"[Left board (The National Archives, DL 30/603/2)]",0.7
"[Left board (The National Archives, CO 473/9)]",0.7
"[Left board (The National Archives, T 20/1220)]",0.7
"[Left board (The National Archives, PC 6/15)]",0.7
"[Right board (The National Archives, FO 97/341)]",0.7
"[Left board (The National Archives, RAIL 527/1429)]",0.7
"[Left board (The National Archives, E 36/29)]",0.7
"[Right board (The National Archives, B 3/5243)]",0.7
"[Left board (The National Archives, ADM 223/31)]",0.7
"[Right board (The National Archives, ADM 139/1027)]",0.7
"[Left board (The National Archives, HCA 13/78)]",0.7
"[Right board (The National Archives, HCA 13/78)]",0.7
"[Left board (The National Archives, E 315/128)]",0.7
"[Left board (The National Archives, FO 97/341)]",0.7
"[Left board (The National Archives, ADM 139/1027)]",0.7
"[Right board (The National Archives, HCA 13/56)]",0.7
"[Right board (The National Archives, CO 473/9)]",0.7
"[Right board (The National Archives, T 20/1220)]",0.7
"[Left board (The National Archives, E 405/550)]",0.7
"[Right board (The National Archives, WO 381/11)]",0.7
"[Right board (The National Archives, ADM 223/31)]",0.7
"[Left board (The National Archives, ADM 42/681)]",0.7
"[Right board (The National Archives, CRES 40/25A)]",0.7
"[Right board (The National Archives, E 315/128)]",0.7
"[Left board (The National Archives, WO 381/11)]",0.7
"[Sewing structure (The National Archives, ASSI 41/4)]",0.6666666666666666
"[Sewing structure (The National Archives, ADM 1/2628)]",0.6666666666666666
"[Cover (The National Archives, ADM 223/31)]",0.6666666666666666
"[Sewing structure (The National Archives, CO 5/904)]",0.6666666666666666
"[Cover (The National Archives, WO 381/11)]",0.6666666666666666
"[Right board (The National Archives, CRIM 10/28)]",0.6363636363636364
"[Right board (The National Archives, RAIL 950/17)]",0.6363636363636364
"[Left board (The National Archives, CO 31/1)]",0.6363636363636364
"[Left board (The National Archives, CRIM 10/28)]",0.6363636363636364
"[Left board (The National Archives, SP 24/18)]",0.6363636363636364
"[Right board (The National Archives, FO 802/614)]",0.6363636363636364
"[Left board (The National Archives, SP 104/171)]",0.6363636363636364
"[Right board (The National Archives, SP 44/335)]",0.6363636363636364
"[Right board (The National Archives, SP 104/171)]",0.6363636363636364
"[Right board (The National Archives, SP 104/143)]",0.6363636363636364
"[Left board (The National Archives, SP 104/143)]",0.6363636363636364
"[Right board (The National Archives, FO 802/607)]",0.6363636363636364
"[Left board (The National Archives, ADM 1/5438)]",0.6363636363636364
"[Right board (The National Archives, ADM 1/5438)]",0.6363636363636364
"[Left board (The National Archives, FO 802/614)]",0.6363636363636364
"[Left board (The National Archives, ADM 37/5039)]",0.6363636363636364
"[Right board (The National Archives, SP 24/18)]",0.6363636363636364
"[Right board (The National Archives, CO 31/1)]",0.6363636363636364
"[Right board (The National Archives, ADM 37/5039)]",0.6363636363636364
"[Left board (The National Archives, RAIL 950/17)]",0.6363636363636364
"[Left board (The National Archives, FO 802/607)]",0.6363636363636364
"[Left board (The National Archives, SP 44/335)]",0.6363636363636364
"[Sewing structure (The National Archives, DL 30/603/2)]",0.625
"[Sewing structure (The National Archives, ADM 37/5039)]",0.625
"[Sewing structure (The National Archives, ADM 55/107)]",0.625
"[Sewing structure (The National Archives, PRO 30/69/1186)]",0.625
"[Sewing structure (The National Archives, B 3/5243)]",0.625
"[Sewing structure (The National Archives, T 20/1220)]",0.625
"[Sewing structure (The National Archives, SP 24/18)]",0.625
"[Sewing structure (The National Archives, SP 44/335)]",0.625
"[Sewing structure (The National Archives, ADM 42/681)]",0.625
"[Sewing structure (The National Archives, ADM 139/1027)]",0.6
"[Sewing structure (The National Archives, LC 5/156)]",0.6
"[Sewing structure (The National Archives, ADM 1/5437)]",0.6
"[Sewing structure (The National Archives, ADM 1/5438)]",0.6
"[Left board (The National Archives, WO 69/905)]",0.5833333333333334
"[Right board (The National Archives, WO 69/905)]",0.5833333333333334
"[Sewing structure (The National Archives, ADM 55/32)]",0.5555555555555556
"[Sewing structure (The National Archives, ADM 139/1023)]",0.5555555555555556
"[Sewing structure (The National Archives, HCA 13/78)]",0.5555555555555556
"[Sewing structure (The National Archives, E 405/550)]",0.5555555555555556
"[Sewing structure (The National Archives, SP 105/207)]",0.5555555555555556
"[Sewing structure (The National Archives, CO 299/89)]",0.5555555555555556
"[Sewing structure (The National Archives, CRIM 10/28)]",0.5555555555555556
"[Sewing structure (The National Archives, SP 104/171)]",0.5555555555555556
"[Sewing structure (The National Archives, WO 381/11)]",0.5555555555555556
"[Sewing structure (The National Archives, ADM 139/1025)]",0.5555555555555556
"[Sewing structure (The National Archives, SP 71/19)]",0.5555555555555556
"[Sewing structure (The National Archives, WO 69/905)]",0.5454545454545454
"[Cover (The National Archives, CO 31/1)]",0.5454545454545454
"[Cover (The National Archives, SP 71/19)]",0.5454545454545454
"[Right endleaves (The National Archives, ADM 1/5438)]",0.38461538461538464
"[Right endleaves (The National Archives, PC 6/15)]",0.38461538461538464
"[Right endleaves (The National Archives, ADM 1/5437)]",0.38461538461538464
"[Left endleaves (The National Archives, ADM 1/5438)]",0.38461538461538464
"[Left endleaves (The National Archives, HCA 13/78)]",0.38461538461538464
"[Left endleaves (The National Archives, ADM 1/5437)]",0.38461538461538464
"[Left endleaves (The National Archives, PC 6/15)]",0.38461538461538464
"[Left endleaves (The National Archives, ADM 1/2628)]",0.38461538461538464
"[Right endleaves (The National Archives, E 405/550)]",0.38461538461538464
"[Right endleaves (The National Archives, ADM 1/2628)]",0.38461538461538464
"[Left endleaves (The National Archives, SP 105/207)]",0.38461538461538464
"[Left endleaves (The National Archives, ADM 42/681)]",0.38461538461538464
"[Right endleaves (The National Archives, HCA 13/78)]",0.38461538461538464
"[Right endleaves (The National Archives, SP 91/14)]",0.38461538461538464
"[Right endleaves (The National Archives, FO 802/614)]",0.38461538461538464
"[Right endleaves (The National Archives, FO 802/607)]",0.38461538461538464
"[Right endleaves (The National Archives, SP 105/207)]",0.38461538461538464
"[Right endleaves (The National Archives, ADM 55/32)]",0.38461538461538464
"[Right endleaves (The National Archives, SP 24/18)]",0.38461538461538464
"[Left endleaves (The National Archives, E 405/550)]",0.38461538461538464
"[Left endleaves (The National Archives, FO 802/614)]",0.38461538461538464
"[Left endleaves (The National Archives, SP 91/14)]",0.38461538461538464
"[Left endleaves (The National Archives, FO 802/607)]",0.38461538461538464
"[Right endleaves (The National Archives, E 36/2)]",0.38461538461538464
"[Right endleaves (The National Archives, ADM 55/107)]",0.38461538461538464
"[Left endleaves (The National Archives, SP 24/18)]",0.38461538461538464
"[Left endleaves (The National Archives, E 36/2)]",0.38461538461538464
"[Right endleaves (The National Archives, ADM 42/681)]",0.38461538461538464
"[Left endleaves (The National Archives, ADM 55/32)]",0.38461538461538464
"[Left endleaves (The National Archives, ADM 55/107)]",0.38461538461538464
"[Sewing structure (The National Archives, ADM 55/24)]",0.375
"[Sewing structure (The National Archives, E 36/2)]",0.375
"[Sewing structure (The National Archives, RAIL 950/17)]",0.375
"[Sewing structure (The National Archives, ADM 223/31)]",0.375
"[Sewing structure (The National Archives, E 315/128)]",0.375
"[Sewing structure (The National Archives, HCA 13/56)]",0.375
"[Sewing structure (The National Archives, FO 802/607)]",0.375
"[Sewing structure (The National Archives, RAIL 527/1429)]",0.375
"[Sewing structure (The National Archives, SP 104/143)]",0.375
"[Sewing structure (The National Archives, CO 473/9)]",0.375
"[Sewing structure (The National Archives, CRES 40/25A)]",0.375
"[Sewing structure (The National Archives, FO 802/614)]",0.375
"[Sewing structure (The National Archives, FO 97/341)]",0.375
"[Sewing structure (The National Archives, E 36/29)]",0.375
"[Sewing structure (The National Archives, PC 6/15)]",0.375
"[Cover (The National Archives, FO 802/614)]",0.36363636363636365
"[Cover (The National Archives, ADM 42/681)]",0.36363636363636365
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Corners (The National Archives, E 36/2)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Corners (The National Archives, FO 802/614)]",0.3333333333333333
"[Spine lining (The National Archives, RAIL 950/17)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Spine-folds (The National Archives, CRIM 10/28)]",0.3333333333333333
"[Outer joints (The National Archives, HCA 13/56)]",0.3333333333333333
"[Corners (The National Archives, FO 802/614)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Spine lining (The National Archives, PC 6/15)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Corners (The National Archives, CRIM 10/28)]",0.3333333333333333
"[Cover (The National Archives, HCA 13/56)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Corners (The National Archives, SP 104/143)]",0.3333333333333333
"[Corners (The National Archives, ADM 37/5039)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Corners (The National Archives, SP 104/143)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Corners (The National Archives, SP 104/143)]",0.3333333333333333
"[Spine-folds (The National Archives, ASSI 41/4)]",0.3333333333333333
"[Corners (The National Archives, CRIM 10/28)]",0.3333333333333333
"[Corners (The National Archives, FO 802/607)]",0.3333333333333333
"[Corners (The National Archives, CRIM 10/28)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Spine lining (The National Archives, ADM 223/31)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Spine lining (The National Archives, CRIM 10/28)]",0.3333333333333333
"[Outer joints (The National Archives, E 405/550)]",0.3333333333333333
"[Corners (The National Archives, E 36/2)]",0.3333333333333333
"[Spine lining (The National Archives, HCA 13/78)]",0.3333333333333333
"[Right board (The National Archives, SP 105/207)]",0.3333333333333333
"[Corners (The National Archives, ADM 37/5039)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Corners (The National Archives, ADM 37/5039)]",0.3333333333333333
"[Cover (The National Archives, E 405/550)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Spine-folds (The National Archives, DL 30/603/2)]",0.3333333333333333
"[Corners (The National Archives, FO 802/614)]",0.3333333333333333
"[Left board (The National Archives, E 36/2)]",0.3333333333333333
"[Corners (The National Archives, E 36/2)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Outer joints (The National Archives, B 3/5243)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Corners (The National Archives, FO 802/607)]",0.3333333333333333
"[Cover (The National Archives, HCA 13/78)]",0.3333333333333333
"[Spine lining (The National Archives, ADM 37/5039)]",0.3333333333333333
"[Left board (The National Archives, SP 105/207)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Right board (The National Archives, E 36/2)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Corners (The National Archives, FO 802/607)]",0.3333333333333333
"[Right endleaves (The National Archives, WO 69/905)]",0.3125
"[Left endleaves (The National Archives, WO 69/905)]",0.3125
"[Cover (The National Archives, SP 91/14)]",0.3
"[Spine-section (The National Archives, E 36/29)]",0.23076923076923078
"[Right endleaves (The National Archives, E 36/29)]",0.23076923076923078
"[Spine-section (The National Archives, PC 6/15)]",0.23076923076923078
"[Right endleaves (The National Archives, T 20/1220)]",0.23076923076923078
"[Sewing supports (The National Archives, SP 91/14)]",0.23076923076923078
"[Left endleaves (The National Archives, ADM 37/5039)]",0.23076923076923078
"[Sewing supports (The National Archives, PRO 30/69/1186)]",0.23076923076923078
"[Spine-section (The National Archives, RAIL 950/17)]",0.23076923076923078
"[Right endleaves (The National Archives, ASSI 41/4)]",0.23076923076923078
"[Right endleaves (The National Archives, ADM 139/1025)]",0.23076923076923078
"[Right endleaves (The National Archives, ADM 139/1027)]",0.23076923076923078
"[Left endleaves (The National Archives, E 36/29)]",0.23076923076923078
"[Sewing supports (The National Archives, SP 44/335)]",0.23076923076923078
"[Left endleaves (The National Archives, ADM 139/1025)]",0.23076923076923078
"[Sewing supports (The National Archives, SP 24/18)]",0.23076923076923078
"[Right endleaves (The National Archives, ADM 37/5039)]",0.23076923076923078
"[Left endleaves (The National Archives, T 20/1220)]",0.23076923076923078
"[Left endleaves (The National Archives, ADM 139/1027)]",0.23076923076923078
"[Right endleaves (The National Archives, DL 30/603/2)]",0.23076923076923078
"[Right endleaves (The National Archives, SP 44/335)]",0.23076923076923078
"[Spine-section (The National Archives, CO 473/9)]",0.23076923076923078
"[Left endleaves (The National Archives, ADM 139/1023)]",0.23076923076923078
"[Right endleaves (The National Archives, PRO 30/69/1186)]",0.23076923076923078
"[Right endleaves (The National Archives, CRIM 10/28)]",0.23076923076923078
"[Left endleaves (The National Archives, ASSI 41/4)]",0.23076923076923078
"[Left endleaves (The National Archives, SP 44/335)]",0.23076923076923078
"[Right endleaves (The National Archives, SP 104/171)]",0.23076923076923078
"[Left endleaves (The National Archives, SP 104/171)]",0.23076923076923078
"[Left endleaves (The National Archives, CRIM 10/28)]",0.23076923076923078
"[Right endleaves (The National Archives, CO 5/904)]",0.23076923076923078
"[Left endleaves (The National Archives, DL 30/603/2)]",0.23076923076923078
"[Right endleaves (The National Archives, ADM 139/1023)]",0.23076923076923078
"[Left endleaves (The National Archives, CO 5/904)]",0.23076923076923078
"[Left endleaves (The National Archives, PRO 30/69/1186)]",0.23076923076923078
"[Cover (The National Archives, ADM 1/2628)]",0.2222222222222222
"[Textblock (The National Archives, SP 91/14)]",0.21428571428571427
"[Textblock (The National Archives, ADM 223/31)]",0.21428571428571427
"[Sewing supports (The National Archives, CO 31/1)]",0.2
"[Textblock (The National Archives, T 20/1220)]",0.2
"[Covering material (The National Archives, WO 381/11)]",0.2
"[Sewing supports (The National Archives, ADM 1/2628)]",0.2
"[Sewing supports (The National Archives, CO 5/904)]",0.2
"[Textblock (The National Archives, ADM 37/5039)]",0.2
"[Sewing supports (The National Archives, ASSI 41/4)]",0.2
"[Covering material (The National Archives, ADM 223/31)]",0.2
"[Textblock (The National Archives, SP 71/19)]",0.1875
"[Textblock (The National Archives, DL 30/603/2)]",0.1875
"[Textblock (The National Archives, HCA 13/78)]",0.1875
"[Spine-section (The National Archives, DL 30/603/2)]",0.17647058823529413
"[Sewing supports (The National Archives, ADM 1/5437)]",0.17647058823529413
"[Sewing supports (The National Archives, ADM 1/5438)]",0.17647058823529413
"[Covering material (The National Archives, CRIM 10/28)]",0.17647058823529413
"[Spine-section (The National Archives, CO 299/89)]",0.17647058823529413
"[Covering material (The National Archives, CO 299/89)]",0.17647058823529413
"[Spine-section (The National Archives, ADM 55/32)]",0.17647058823529413
"[Spine-section (The National Archives, SP 104/171)]",0.17647058823529413
"[Sewing supports (The National Archives, LC 5/156)]",0.17647058823529413
"[Sewing supports (The National Archives, ADM 139/1027)]",0.17647058823529413
"[Sewing supports (The National Archives, WO 69/905)]",0.16666666666666666
"[Textblock (The National Archives, WO 69/905)]",0.16666666666666666
"[Covering material (The National Archives, FO 97/341)]",0.15789473684210525
"[Spine-section (The National Archives, FO 97/341)]",0.15789473684210525
"[Covering material (The National Archives, SP 71/19)]",0.15789473684210525
"[Covering material (The National Archives, RAIL 527/1429)]",0.15789473684210525
"[Covering material (The National Archives, CO 31/1)]",0.15789473684210525
"[Spine-section (The National Archives, ADM 1/5437)]",0.15789473684210525
"[Spine-section (The National Archives, SP 104/143)]",0.15789473684210525
"[Covering material (The National Archives, SP 104/143)]",0.15789473684210525
"[Spine-section (The National Archives, RAIL 527/1429)]",0.15789473684210525
"[Spine-section (The National Archives, E 36/2)]",0.14285714285714285
"[Spine-section (The National Archives, B 3/5243)]",0.14285714285714285
"[Spine-section (The National Archives, T 20/1220)]",0.14285714285714285
"[Spine-section (The National Archives, ADM 37/5039)]",0.14285714285714285
"[Spine-section (The National Archives, FO 802/607)]",0.14285714285714285
"[Covering material (The National Archives, ADM 37/5039)]",0.14285714285714285
"[Shelfmark (The National Archives, RAIL 950/17)]",0.125
"[Right (The National Archives, ADM 1/2628)]",0.125
"[Left (The National Archives, ADM 1/2628)]",0.125
"[Shelfmark (The National Archives, CO 473/9)]",0.125
"[Shelfmark (The National Archives, FO 802/614)]",0.125
"[Shelfmark (The National Archives, B 3/5243)]",0.125
"[Shelfmark (The National Archives, FO 802/607)]",0.125
"[Right (The National Archives, ADM 139/1023)]",0.125
"[Shelfmark (The National Archives, ASSI 41/4)]",0.125
"[Shelfmark (The National Archives, T 20/1220)]",0.125
"[Shelfmark (The National Archives, ADM 55/32)]",0.125
"[Cover (The National Archives, LC 5/156)]",0.125
"[Shelfmark (The National Archives, SP 105/207)]",0.125
"[Cover (The National Archives, CRES 40/25A)]",0.125
"[Shelfmark (The National Archives, ADM 1/5438)]",0.125
"[Left (The National Archives, ADM 55/107)]",0.125
"[Shelfmark (The National Archives, CRIM 10/28)]",0.125
"[Cover (The National Archives, ADM 139/1025)]",0.125
"[Shelfmark (The National Archives, ADM 139/1023)]",0.125
"[Cover (The National Archives, ADM 55/24)]",0.125
"[Shelfmark (The National Archives, ADM 1/5437)]",0.125
"[Cover (The National Archives, SP 44/335)]",0.125
"[Shelfmark (The National Archives, SP 71/19)]",0.125
"[Shelfmark (The National Archives, E 36/29)]",0.125
"[Left (The National Archives, ADM 55/32)]",0.125
"[Spine-section (The National Archives, WO 69/905)]",0.125
"[Left (The National Archives, CO 5/904)]",0.125
"[Shelfmark (The National Archives, CO 5/904)]",0.125
"[Shelfmark (The National Archives, ADM 139/1025)]",0.125
"[Shelfmark (The National Archives, SP 24/18)]",0.125
"[Shelfmark (The National Archives, ADM 42/681)]",0.125
"[Cover (The National Archives, ADM 139/1023)]",0.125
"[Shelfmark (The National Archives, HCA 13/78)]",0.125
"[Shelfmark (The National Archives, CRES 40/25A)]",0.125
"[Shelfmark (The National Archives, LC 5/156)]",0.125
"[Right (The National Archives, CO 5/904)]",0.125
"[Shelfmark (The National Archives, E 405/550)]",0.125
"[Left (The National Archives, ADM 139/1025)]",0.125
"[Shelfmark (The National Archives, ADM 55/107)]",0.125
"[Right (The National Archives, ADM 55/107)]",0.125
"[Shelfmark (The National Archives, PC 6/15)]",0.125
"[Shelfmark (The National Archives, E 36/2)]",0.125
"[Cover (The National Archives, PRO 30/69/1186)]",0.125
"[Shelfmark (The National Archives, HCA 13/56)]",0.125
"[Shelfmark (The National Archives, E 315/128)]",0.125
"[Right (The National Archives, ADM 55/32)]",0.125
"[Shelfmark (The National Archives, WO 381/11)]",0.125
"[Shelfmark (The National Archives, ADM 1/2628)]",0.125
"[Left (The National Archives, ADM 139/1023)]",0.125
"[Cover (The National Archives, ADM 55/107)]",0.125
"[Shelfmark (The National Archives, ADM 223/31)]",0.125
"[Shelfmark (The National Archives, DL 30/603/2)]",0.125
"[Right (The National Archives, ADM 55/24)]",0.125
"[Shelfmark (The National Archives, SP 44/335)]",0.125
"[Shelfmark (The National Archives, CO 31/1)]",0.125
"[Right (The National Archives, ADM 139/1025)]",0.125
"[Shelfmark (The National Archives, SP 91/14)]",0.125
"[Shelfmark (The National Archives, PRO 30/69/1186)]",0.125
"[Shelfmark (The National Archives, SP 104/171)]",0.125
"[Shelfmark (The National Archives, CO 299/89)]",0.125
"[Shelfmark (The National Archives, ADM 55/24)]",0.125
"[Shelfmark (The National Archives, ADM 37/5039)]",0.125
"[Shelfmark (The National Archives, SP 104/143)]",0.125
"[Shelfmark (The National Archives, FO 97/341)]",0.125
"[Cover (The National Archives, CO 5/904)]",0.125
"[Shelfmark (The National Archives, RAIL 527/1429)]",0.125
"[Left (The National Archives, ADM 55/24)]",0.125
"[Cover (The National Archives, SP 24/18)]",0.125
"[Shelfmark (The National Archives, ADM 139/1027)]",0.125
"[New boardsright (The National Archives, SP 105/207)]",0.1111111111111111
"[New sewing (The National Archives, ADM 42/681)]",0.1111111111111111
"[New cover (The National Archives, SP 44/335)]",0.1111111111111111
"[New spine lining (The National Archives, CRIM 10/28)]",0.1111111111111111
"[New sewing (The National Archives, ADM 55/107)]",0.1111111111111111
"[New sewing (The National Archives, SP 91/14)]",0.1111111111111111
"[New cover (The National Archives, ADM 1/2628)]",0.1111111111111111
"[New spine lining (The National Archives, ADM 223/31)]",0.1111111111111111
"[New cover (The National Archives, ADM 55/107)]",0.1111111111111111
"[Cover (The National Archives, E 315/128)]",0.1111111111111111
"[New spine lining (The National Archives, RAIL 950/17)]",0.1111111111111111
"[New spine lining (The National Archives, ADM 37/5039)]",0.1111111111111111
"[New cover (The National Archives, ADM 139/1025)]",0.1111111111111111
"[New sewing (The National Archives, B 3/5243)]",0.1111111111111111
"[New cover (The National Archives, ADM 139/1023)]",0.1111111111111111
