label,centrality
"[Left endleaves (Bodleian, Arch.F.b.3)]",1.4210526315789473
"[Sewing supports (Bodleian, G.Pamph.2376)]",1.3846153846153846
"[Sewing supports (Bodleian, G.Pamph.2376)]",1.3846153846153846
"[Sewing supports (Bodleian, G.Pamph.2376)]",1.3846153846153846
"[Sewing supports (Bodleian, G.Pamph.2376)]",1.3846153846153846
"[Sewing supports (Bodleian, G.Pamph.2376)]",1.3846153846153846
"[Sewing supports (Bodleian, G.Pamph.2589)]",1.3846153846153846
"[Sewing supports (Bodleian, G.Pamph.2589)]",1.3846153846153846
"[Sewing supports (Bodleian, G.Pamph.2589)]",1.3846153846153846
"[Cover (Bodleian, G.Pamph.2376)]",1.375
"[Right endleaves (Bodleian, Arch.F.b.3)]",1.35
"[Boards left inside outside (Bodleian, Arch.F.b.3)]",1.3333333333333333
"[Boards right inside outside (Bodleian, Arch.F.b.3)]",1.3333333333333333
"[Left endleaves (Bodleian, G.Pamph.1670)]",1.263157894736842
"[Cover (Bodleian, Dance E 44)]",1.25
"[Left-section (Bodleian, AA 106 Art)]",1.2380952380952381
"[Cover (Bodleian, Arch.F.b.3)]",1.2142857142857142
"[Right-section (Bodleian, AA 106 Art)]",1.1904761904761905
"[Sewing structure (Bodleian, AA 106 Art)]",1.1538461538461537
"[Spine lining (Bodleian, Ms.Douce.88)]",1.1538461538461537
"[Sewing structure (Bodleian, Ms.BOM.187)]",1.1538461538461537
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",1.1333333333333333
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",1.1333333333333333
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",1.1333333333333333
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",1.1333333333333333
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",1.1333333333333333
"[Sewing supports (Bodleian, Bliss B4)]",1.125
"[Sewing supports (Bodleian, Ms Digby 44)]",1.125
"[Sewing supports (Bodleian, Ms Digby 44)]",1.125
"[Sewing supports (Bodleian, Ms Digby 44)]",1.125
"[Sewing supports (Bodleian, Ms Digby 44)]",1.125
"[Sewing supports (Bodleian, 23197 d1)]",1.125
"[Sewing supports (Bodleian, 23197 d1)]",1.125
"[Sewing supports (Bodleian, 23197 d1)]",1.125
"[Sewing supports (Bodleian, 23197 d1)]",1.125
"[Sewing supports (Bodleian, 23197 d1)]",1.125
"[Cover (Bodleian, Ms.Add.A.105)]",1.0909090909090908
"[Sewing supports (Bodleian, Ms.Add.A.105)]",1.0625
"[Left endleaves (Bodleian, Ms Digby 44)]",1.0625
"[Sewing supports (Bodleian, 8vo S 188 Art)]",1.0555555555555556
"[Sewing supports (Bodleian, 8vo S 188 Art)]",1.0555555555555556
"[Sewing supports (Bodleian, 8vo S 188 Art)]",1.0555555555555556
"[Conservation treatment date (Bodleian, Ms.Add.A.105)]",1.0
"[Infill (Bodleian, Arch.B.c.4)]",1.0
"[Addition to Bodleian, Bliss B4]",1.0
"[Lining (technique)-production (Bodleian, Bliss B4)]",1.0
"[Conservation treatment date (Bodleian, G.Pamph.2376)]",1.0
"[End-of-spine support bands (Bodleian, Arch.F.b.3)]",1.0
"[Conservation treatment date (Bodleian, Inc.d.f2.1494.2)]",1.0
"[Bookinding provenance (Bodleian, Arch.B.c.4)]",1.0
"[Head endband (Bodleian, AA 106 Art)]",1.0
"[Conservation treatment date (Bodleian, C 8 22 Line?)]",1.0
"[Infill (Bodleian, Arch.B.c.4)]",1.0
"[Sanding-production (Bodleian, Arch.B.c.4)]",1.0
"[Conservation treatment date (Bodleian, Ms.BOM.187)]",1.0
"[Conservation treatment date (Bodleian, G.Pamph.1670)]",1.0
"[Conservation treatment date (Bodleian, AA 106 Art)]",1.0
"[Conservation treatment date (Bodleian, Arch.B.c.4)]",1.0
"[Infill (Bodleian, Arch.B.c.4)]",1.0
"[Conservation treatment date (Bodleian, 23197 d1)]",1.0
"[Tail endband (Bodleian, AA 106 Art)]",1.0
"[Supporting-production (Bodleian, Arch.B.c.4)]",1.0
"[Sewing-production (Bodleian, MS. e Mus. 65)]",1.0
"[Lining (technique)-production (Bodleian, 6062)]",1.0
"[Pasting-production (Bodleian, MS. e Mus. 65)]",1.0
"[Folding in half-production (Bodleian, Dance E 44)]",1.0
"[Sewing structure (Bodleian, Ms. Auct. D.4.17)]",1.0
"[Lacing in-production (Bodleian, Inc.d.f2.1494.2)]",1.0
"[Conservation treatment date (Bodleian, Arch A f 134)]",1.0
"[Sewing-production (Bodleian, MS. e Mus. 65)]",1.0
"[Dyeing-production (Bodleian, MS. e Mus. 65)]",1.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",1.0
"[Secondary sewing (endband techniques)-production (Bodleian, Ms. Auct. F.1.14)]",1.0
"[Rolling-production (Bodleian, AA 106 Art)]",1.0
"[Conservation treatment date (Bodleian, Ms. Auct. D.4.17)]",1.0
"[Bookinding provenance (Bodleian, AA 106 Art)]",1.0
"[Sanding-production (Bodleian, Arch.B.c.4)]",1.0
"[Stitching-production (Bodleian, Ms.Add.A.105)]",1.0
"[Conservation treatment date (Bodleian, Dance E 44)]",1.0
"[Conservation treatment date (Bodleian, Ms. Auct. F.1.14)]",1.0
"[Conservation treatment date (Bodleian, Ms.Douce.88)]",1.0
"[Conservation treatment date (Bodleian, 8vo S 188 Art)]",1.0
"[Attribute assignment date (Bodleian, C 8 22 Line?)]",1.0
"[Folding in half-production (Bodleian, Dance E 44)]",1.0
"[Conservation treatment date (Bodleian, 6062)]",1.0
"[Lining (technique)-production (Bodleian, 6062)]",1.0
"[Cover (Bodleian, 8vo S 188 Art)]",1.0
"[Corners first few leaves last few leaves (Bodleian, 6062)]",1.0
"[Sewing-production (Bodleian, 23197 d1)]",1.0
"[Conservation treatment date (Bodleian, Ms Digby 44)]",1.0
"[Right boards outside (Bodleian, Arch A f 134)]",1.0
"[Pasting-production (Bodleian, MS. e Mus. 65)]",1.0
"[Conservation treatment date (Bodleian, Vet.Al.d.39)]",1.0
"[Stitching-production (Bodleian, Ms.Add.A.105)]",1.0
"[One on, one off-production (Bodleian, Bliss B4)]",1.0
"[Folding in half-production (Bodleian, Dance E 44)]",1.0
"[Conservation treatment date (Bodleian, MS. e Mus. 65)]",1.0
"[Lacing in-production (Bodleian, Inc.d.f2.1494.2)]",1.0
"[Conservation treatment date (Bodleian, Bliss B4)]",1.0
"[Conservation treatment date (Bodleian, Arch.F.b.3)]",1.0
"[Dyeing-production (Bodleian, MS. e Mus. 65)]",1.0
"[Primary sewing (endband techniques)-production (Bodleian, Ms. Auct. F.1.14)]",1.0
"[Folding in half-production (Bodleian, Dance E 44)]",1.0
"[Conservation treatment date (Bodleian, Ms. Clas. Dep. C.43)]",1.0
"[Sewing-production (Bodleian, 23197 d1)]",1.0
"[Pinning-production (Bodleian, Ms. Auct. F.1.14)]",1.0
"[Sewing supports (Bodleian, Vet.Al.d.39)]",1.0
"[Conservation treatment date (Bodleian, G.Pamph.2589)]",1.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",1.0
"[Left boards outside (Bodleian, Arch A f 134)]",1.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",1.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",1.0
"[Rolling-production (Bodleian, AA 106 Art)]",1.0
"[Conservation treatment date (Bodleian, Vet.256e.15182)]",1.0
"[Sewing supports (Bodleian, Vet.256e.15182)]",1.0
"[Right-section (Bodleian, C 8 22 Line?)]",0.9473684210526315
"[Left-section (Bodleian, C 8 22 Line?)]",0.9473684210526315
"[Left board (Bodleian, Ms.Add.A.105)]",0.9230769230769231
"[Sewing structure (Bodleian, Inc.d.f2.1494.2)]",0.9166666666666666
"[Left board (Bodleian, Ms. Auct. F.1.14)]",0.9090909090909091
"[Sewing structure (Bodleian, 6062)]",0.9
"[Spine-section (Bodleian, AA 106 Art)]",0.9
"[Sewing supports (Bodleian, Ms.Douce.88)]",0.8947368421052632
"[Spine lining (Bodleian, Ms. Clas. Dep. C.43)]",0.8888888888888888
"[Right board (Bodleian, G.Pamph.2376)]",0.8888888888888888
"[Spine-section (Bodleian, Ms Digby 44)]",0.8823529411764706
"[Textblock (Bodleian, Ms. Auct. D.4.17)]",0.8823529411764706
"[Tail endband (Bodleian, Dance E 44)]",0.875
"[Cover (Bodleian, Ms. Clas. Dep. C.43)]",0.875
"[Head endband (Bodleian, Dance E 44)]",0.875
"[Right endleaves (Bodleian, Ms Digby 44)]",0.875
"[Left-section (Bodleian, Inc.d.f2.1494.2)]",0.8571428571428571
"[Core (endband) (Bodleian, Inc.d.f2.1494.2)]",0.85
"[Core (endband) (Bodleian, Inc.d.f2.1494.2)]",0.85
"[Tail endband (Bodleian, Vet.Al.d.39)]",0.8461538461538461
"[Head endband (Bodleian, Vet.Al.d.39)]",0.8461538461538461
"[Left board (Bodleian, G.Pamph.2376)]",0.8333333333333334
"[Cover (Bodleian, 6062)]",0.8
"[Right board (Bodleian, Ms. Auct. F.1.14)]",0.8
"[Cover (Bodleian, Bliss B4)]",0.8
"[Tail endband (Bodleian, 8vo S 188 Art)]",0.8
"[Head endband (Bodleian, 8vo S 188 Art)]",0.8
"[Left endleaves (Bodleian, Ms. Auct. D.4.17)]",0.75
"[Right endleaves (Bodleian, Ms. Auct. D.4.17)]",0.75
"[Right board (Bodleian, G.Pamph.1670)]",0.7272727272727273
"[Spine lining (Bodleian, Vet.256e.15182)]",0.7272727272727273
"[Spine lining (Bodleian, G.Pamph.1670)]",0.7272727272727273
"[Right board (Bodleian, Vet.Al.d.39)]",0.7142857142857143
"[Left board (Bodleian, G.Pamph.1670)]",0.7142857142857143
"[Left board (Bodleian, 23197 d1)]",0.7142857142857143
"[Right board (Bodleian, 23197 d1)]",0.7142857142857143
"[Spine lining (Bodleian, C 8 22 Line?)]",0.6923076923076923
"[Sewing structure (Bodleian, Arch A f 134)]",0.6923076923076923
"[Spine lining (Bodleian, Ms.Douce.88)]",0.6923076923076923
"[First few quires last few quires (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Head corners (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Tail corners (Bodleian, G.Pamph.1670)]",0.6666666666666666
"[Tail corners (Bodleian, C 8 22 Line?)]",0.6666666666666666
"[Left endleaves (Bodleian, Arch.B.c.4)]",0.6666666666666666
"[Head corners (Bodleian, C 8 22 Line?)]",0.6666666666666666
"[Right joints (Bodleian, Ms.Add.A.105)]",0.6666666666666666
"[Corners last few leaves (Bodleian, 6062)]",0.6666666666666666
"[Corners tail (Bodleian, 23197 d1)]",0.6666666666666666
"[Corners tail (Bodleian, 23197 d1)]",0.6666666666666666
"[Tail spine (Bodleian, Ms. Auct. F.1.14)]",0.6666666666666666
"[Spine lining (Bodleian, Arch.B.c.4)]",0.6666666666666666
"[Spine panels head (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Right board (Bodleian, 6062)]",0.6666666666666666
"[Spine panels head (Bodleian, 8vo S 188 Art)]",0.6666666666666666
"[Head corners (Bodleian, G.Pamph.1670)]",0.6666666666666666
"[Corners tail (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Head spine (Bodleian, Ms. Auct. F.1.14)]",0.6666666666666666
"[Corners tail (Bodleian, G.Pamph.2376)]",0.6666666666666666
"[Head corners (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Head corners (Bodleian, Ms. Auct. F.1.14)]",0.6666666666666666
"[Head corners (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Corners head (Bodleian, 23197 d1)]",0.6666666666666666
"[Head corners (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Corners head (Bodleian, G.Pamph.2376)]",0.6666666666666666
"[Around braids (Bodleian, AA 106 Art)]",0.6666666666666666
"[Spine lining (Bodleian, 6062)]",0.6666666666666666
"[Tail corners (Bodleian, G.Pamph.1670)]",0.6666666666666666
"[Spine edges (Bodleian, Arch.B.c.4)]",0.6666666666666666
"[Corners head (Bodleian, G.Pamph.2376)]",0.6666666666666666
"[Tail corners (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Spine panels tail (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Tail corners (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Spine panels tail (Bodleian, Ms. Auct. D.4.17)]",0.6666666666666666
"[Left joints (Bodleian, Ms.Add.A.105)]",0.6666666666666666
"[Corners tail (Bodleian, G.Pamph.2376)]",0.6666666666666666
"[Spine lining (Bodleian, Arch.B.c.4)]",0.6666666666666666
"[Spine panels head (Bodleian, Ms. Auct. D.4.17)]",0.6666666666666666
"[Head corners (Bodleian, G.Pamph.1670)]",0.6666666666666666
"[Tail corners (Bodleian, C 8 22 Line?)]",0.6666666666666666
"[Corners tail (Bodleian, AA 106 Art)]",0.6666666666666666
"[Right board (Bodleian, C 8 22 Line?)]",0.6666666666666666
"[Corners head (Bodleian, 23197 d1)]",0.6666666666666666
"[Head endbands (Bodleian, Ms. Auct. D.4.17)]",0.6666666666666666
"[Left board (Bodleian, 6062)]",0.6666666666666666
"[Corners head (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Edges spine (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Outside boards (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Corners head (Bodleian, 6062)]",0.6666666666666666
"[Tail turn-in (Bodleian, Ms. Auct. F.1.14)]",0.6666666666666666
"[Edges spine (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Edges spine (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Tail corners (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Corners tail (Bodleian, 6062)]",0.6666666666666666
"[Outside boards (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Corners head (Bodleian, 6062)]",0.6666666666666666
"[Corners head (Bodleian, AA 106 Art)]",0.6666666666666666
"[Head turn-in (Bodleian, Ms. Auct. F.1.14)]",0.6666666666666666
"[Spine panels tail (Bodleian, 8vo S 188 Art)]",0.6666666666666666
"[Spine fold verso (Bodleian, Arch.B.c.4)]",0.6666666666666666
"[Corners tail (Bodleian, AA 106 Art)]",0.6666666666666666
"[Left board (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Corners tail (Bodleian, C 8 22 Line?)]",0.6666666666666666
"[Corners tail (Bodleian, C 8 22 Line?)]",0.6666666666666666
"[Corners head (Bodleian, C 8 22 Line?)]",0.6666666666666666
"[Around braids (Bodleian, AA 106 Art)]",0.6666666666666666
"[Corners tail (Bodleian, 6062)]",0.6666666666666666
"[Corners head (Bodleian, C 8 22 Line?)]",0.6666666666666666
"[Tail corners (Bodleian, Ms. Auct. F.1.14)]",0.6666666666666666
"[Edges spine (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Centre slot (board slotting) (Bodleian, Ms. Clas. Dep. C.43)]",0.6666666666666666
"[Corners tail (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Head corners (Bodleian, C 8 22 Line?)]",0.6666666666666666
"[Corners head (Bodleian, Vet.Al.d.39)]",0.6666666666666666
"[Tail corners (Bodleian, MS. e Mus. 65)]",0.6666666666666666
"[Corners head (Bodleian, AA 106 Art)]",0.6666666666666666
"[Spine edges (Bodleian, Arch.B.c.4)]",0.6666666666666666
"[Left endleaves (Bodleian, C 8 22 Line?)]",0.631578947368421
"[Right endleaves (Bodleian, C 8 22 Line?)]",0.631578947368421
"[Right board (Bodleian, MS. e Mus. 65)]",0.625
"[Right-section (Bodleian, Inc.d.f2.1494.2)]",0.6190476190476191
"[Spine lining (Bodleian, Vet.Al.d.39)]",0.6153846153846154
"[Spine lining (Bodleian, Arch.B.c.4)]",0.6153846153846154
"[Spine lining (Bodleian, Ms.Douce.88)]",0.6153846153846154
"[Textblock (Bodleian, Ms.Add.A.105)]",0.6111111111111112
"[Outside right boards (Bodleian, 23197 d1)]",0.6
"[Textblock (Bodleian, Inc.d.f2.1494.2)]",0.5909090909090909
"[Right board (Bodleian, Ms Digby 44)]",0.5833333333333334
"[Head endband (Bodleian, Ms.BOM.187)]",0.5833333333333334
"[Tail endband (Bodleian, Ms.BOM.187)]",0.5833333333333334
"[Spine-section (Bodleian, C 8 22 Line?)]",0.5789473684210527
"[Textblock (Bodleian, C 8 22 Line?)]",0.5714285714285714
"[Tail endband (Bodleian, G.Pamph.2589)]",0.5555555555555556
"[Head endband (Bodleian, G.Pamph.2589)]",0.5555555555555556
"[Textblock (Bodleian, Ms.BOM.187)]",0.55
"[Right board (Bodleian, Ms.Add.A.105)]",0.5384615384615384
"[Textblock (Bodleian, Ms Digby 44)]",0.5294117647058824
[thread],0.5257731958762887
null,0.5238095238095238
null,0.5238095238095238
null,0.5238095238095238
null,0.5238095238095238
"[Left endleaves (Bodleian, Arch.B.c.4)]",0.5217391304347826
"[Textblock (Bodleian, Arch A f 134)]",0.5217391304347826
"[Spine flyleaves (Bodleian, Arch A f 134)]",0.5
"[Left board (Bodleian, G.Pamph.2589)]",0.5
"[Tail endband (Bodleian, 23197 d1)]",0.5
"[Right board (Bodleian, Ms. Auct. D.4.17)]",0.5
"[Spine-section (Bodleian, G.Pamph.2589)]",0.5
"[Spine flyleaves (Bodleian, Arch A f 134)]",0.5
"[Spine flyleaves (Bodleian, Arch A f 134)]",0.5
"[Head endband (Bodleian, 23197 d1)]",0.5
"[Left board (Bodleian, Ms. Clas. Dep. C.43)]",0.5
"[Spine flyleaves (Bodleian, Arch A f 134)]",0.5
"[Textblock (Bodleian, 6062)]",0.47058823529411764
"[Head endband (Bodleian, C 8 22 Line?)]",0.46153846153846156
"[Tail endband (Bodleian, C 8 22 Line?)]",0.46153846153846156
"[Left board (Bodleian, 8vo S 188 Art)]",0.45454545454545453
"[Tail endband (Bodleian, Ms. Auct. D.4.17)]",0.45454545454545453
"[Pastedowns (Bodleian, Arch.F.b.3)]",0.45454545454545453
"[Head endband (Bodleian, Ms. Auct. D.4.17)]",0.45454545454545453
"[Right board (Bodleian, Bliss B4)]",0.45454545454545453
"[Right board (Bodleian, G.Pamph.2589)]",0.45454545454545453
"[Left endleaves (Bodleian, Bliss B4)]",0.4444444444444444
"[Textblock (Bodleian, 23197 d1)]",0.4444444444444444
"[Left endleaves (Bodleian, 8vo S 188 Art)]",0.4375
"[Textblock (Bodleian, Bliss B4)]",0.4375
"[Right endleaves (Bodleian, 8vo S 188 Art)]",0.4375
"[Textblock (Bodleian, Vet.Al.d.39)]",0.43478260869565216
"[Right endleaves (Bodleian, Arch A f 134)]",0.42857142857142855
"[Left endleaves (Bodleian, Arch A f 134)]",0.42857142857142855
"[Textblock (Bodleian, G.Pamph.1670)]",0.42105263157894735
"[Right endleaves (Bodleian, Ms.BOM.187)]",0.42105263157894735
"[Left endleaves (Bodleian, Ms.BOM.187)]",0.42105263157894735
"[Head endband (Bodleian, Arch.B.c.4)]",0.4166666666666667
"[Right board (Bodleian, Arch A f 134)]",0.4166666666666667
"[Left board (Bodleian, Ms Digby 44)]",0.4166666666666667
"[Tail endband (Bodleian, Arch.B.c.4)]",0.4166666666666667
"[Left board (Bodleian, Bliss B4)]",0.4166666666666667
"[Left board (Bodleian, Ms. Auct. D.4.17)]",0.4166666666666667
"[Tail endband (Bodleian, Arch.F.b.3)]",0.4166666666666667
"[Textblock (Bodleian, Vet.256e.15182)]",0.4117647058823529
"[Left-section (Bodleian, 23197 d1)]",0.4117647058823529
"[Right-section (Bodleian, 23197 d1)]",0.4117647058823529
"[Sewing supports (Bodleian, Arch.B.c.4)]",0.4
"[Right endleaves (Bodleian, Arch.B.c.4)]",0.4
"[Spine lining (Bodleian, Ms. Auct. F.1.14)]",0.4
"[Left board (Bodleian, AA 106 Art)]",0.38461538461538464
"[Right board (Bodleian, Vet.256e.15182)]",0.38461538461538464
"[Left board (Bodleian, Vet.256e.15182)]",0.38461538461538464
"[Spine-section (Bodleian, Dance E 44)]",0.38461538461538464
"[Right board (Bodleian, AA 106 Art)]",0.38461538461538464
"[Left board (Bodleian, Ms.BOM.187)]",0.38461538461538464
"[Tail endband (Bodleian, G.Pamph.2376)]",0.375
"[Right board (Bodleian, Ms. Clas. Dep. C.43)]",0.375
"[Head endband (Bodleian, G.Pamph.2376)]",0.375
"[Left board (Bodleian, Vet.Al.d.39)]",0.35714285714285715
"[Left board (Bodleian, Ms.Douce.88)]",0.35714285714285715
"[Left board (Bodleian, Arch A f 134)]",0.35714285714285715
"[Right board (Bodleian, Ms.Douce.88)]",0.35714285714285715
"[Spatula (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Tail (Bodleian, G.Pamph.1670)]",0.3333333333333333
"[Edges (Bodleian, Ms. Auct. D.4.17)]",0.3333333333333333
"[Spine (Bodleian, Arch.F.b.3)]",0.3333333333333333
"[Slot (board slotting) (Bodleian, Ms.Douce.88)]",0.3333333333333333
"[Bulldog clips (Bodleian, MS. e Mus. 65)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Edges (Bodleian, Ms. Clas. Dep. C.43)]",0.3333333333333333
"[Fore-edge (Bodleian, Bliss B4)]",0.3333333333333333
"[Fore-edge (Bodleian, AA 106 Art)]",0.3333333333333333
"[Spine-section (Bodleian, Ms.BOM.187)]",0.3333333333333333
"[Two-on (Bodleian, Arch A f 134)]",0.3333333333333333
"[Head (Bodleian, Arch A f 134)]",0.3333333333333333
"[Textblock (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Edges (Bodleian, Ms. Clas. Dep. C.43)]",0.3333333333333333
"[First few leaves (Bodleian, Vet.256e.15182)]",0.3333333333333333
"[Boards (flat objects) (Bodleian, MS. e Mus. 65)]",0.3333333333333333
"[Bulldog clips (Bodleian, MS. e Mus. 65)]",0.3333333333333333
"[Spine (Bodleian, G.Pamph.1670)]",0.3333333333333333
"[Two-on (Bodleian, AA 106 Art)]",0.3333333333333333
"[Spatula (Bodleian, MS. e Mus. 65)]",0.3333333333333333
"[Spine lining (Bodleian, Dance E 44)]",0.3333333333333333
"[Edges (Bodleian, C 8 22 Line?)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Inner joints (Bodleian, Ms Digby 44)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Sewing procedure (Bodleian, Arch A f 134)]",0.3333333333333333
"[Inner joints (Bodleian, Ms.Douce.88)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Joints (Bodleian, Arch.F.b.3)]",0.3333333333333333
"[Spine lining (Bodleian, 6062)]",0.3333333333333333
"[Edges (Bodleian, 8vo S 188 Art)]",0.3333333333333333
"[Spine panels (Bodleian, C 8 22 Line?)]",0.3333333333333333
"[Around sewing supports (Bodleian, Ms.BOM.187)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Sewing supports (Bodleian, Vet.Al.d.39)]",0.3333333333333333
"[Spine panels (Bodleian, Arch.B.c.4)]",0.3333333333333333
[Conservator],0.3333333333333333
"[All-along (Bodleian, Vet.Al.d.39)]",0.3333333333333333
"[Joints (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Tail (Bodleian, Arch A f 134)]",0.3333333333333333
"[Joints (Bodleian, Arch.B.c.4)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Head (Bodleian, Arch.F.b.3)]",0.3333333333333333
"[Sewing procedure (Bodleian, Vet.Al.d.39)]",0.3333333333333333
"[Edges (Bodleian, C 8 22 Line?)]",0.3333333333333333
"[Blotters (Bodleian, MS. e Mus. 65)]",0.3333333333333333
"[Spatula (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Spine fold (Bodleian, Arch.B.c.4)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Sewing supports (Bodleian, Vet.Al.d.39)]",0.3333333333333333
"[Spine lining (Bodleian, G.Pamph.2376)]",0.3333333333333333
"[Spine fold (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Edges (Bodleian, Ms. Auct. D.4.17)]",0.3333333333333333
"[Bulldog clips (Bodleian, MS. e Mus. 65)]",0.3333333333333333
"[Spine panels (Bodleian, Ms. Clas. Dep. C.43)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Head (Bodleian, G.Pamph.1670)]",0.3333333333333333
"[Spine (Bodleian, Ms. Clas. Dep. C.43)]",0.3333333333333333
"[Spatula (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Spine panels (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Joints (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Slot (board slotting) (Bodleian, G.Pamph.1670)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Fore-edge (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Pleats (Bodleian, MS. e Mus. 65)]",0.3333333333333333
"[Sewing procedure (Bodleian, AA 106 Art)]",0.3333333333333333
[Conservator],0.3333333333333333
null,0.3333333333333333
"[Slot (board slotting) (Bodleian, Ms.Douce.88)]",0.3333333333333333
"[Spine panels (Bodleian, C 8 22 Line?)]",0.3333333333333333
"['herring bone' (Bodleian, Ms.BOM.187)]",0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
[Conservator],0.3333333333333333
"[Inner joints (Bodleian, Ms Digby 44)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Spine lining (Bodleian, G.Pamph.2589)]",0.3333333333333333
"[Blotters (Bodleian, MS. e Mus. 65)]",0.3333333333333333
"[Foredom drill (Bodleian, MS. e Mus. 65)]",0.3333333333333333
"[Primary endband sewing (Bodleian, Vet.Al.d.39)]",0.3333333333333333
"[Inner joints (Bodleian, Ms.Douce.88)]",0.3333333333333333
"[Spatula (Bodleian, MS. e Mus. 65)]",0.3333333333333333
"[Spatula (Bodleian, MS. e Mus. 65)]",0.3333333333333333
[Conservator],0.3333333333333333
"[Shoulder (Bodleian, G.Pamph.1670)]",0.3333333333333333
"[Primary endband sewing (Bodleian, Vet.Al.d.39)]",0.3333333333333333
"[Edges (Bodleian, C 8 22 Line?)]",0.3333333333333333
"[Edges (Bodleian, C 8 22 Line?)]",0.3333333333333333
"[Knife (Bodleian, 6062)]",0.3333333333333333
"['herring bone' (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Sewing procedure (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Slot (board slotting) (Bodleian, Bliss B4)]",0.3333333333333333
"[Joints (Bodleian, Arch.F.b.3)]",0.3333333333333333
"[Inner joints (Bodleian, Ms. Clas. Dep. C.43)]",0.3333333333333333
"[Sewing procedure (Bodleian, Ms.BOM.187)]",0.3333333333333333
"[Blotters (Bodleian, MS. e Mus. 65)]",0.3333333333333333
[hydroxypropyl cellulose],0.3333333333333333
"[Joints (Bodleian, Arch.B.c.4)]",0.3333333333333333
"[Edges (Bodleian, 8vo S 188 Art)]",0.3333333333333333
"[Sewing supports (Bodleian, Arch.B.c.4)]",0.32
"[Sewing supports (Bodleian, Arch.B.c.4)]",0.32
"[Sewing supports (Bodleian, Arch.B.c.4)]",0.32
"[Sewing supports (Bodleian, Arch.B.c.4)]",0.32
"[Sewing supports (Bodleian, Arch.B.c.4)]",0.32
"[Sewing supports (Bodleian, Inc.d.f2.1494.2)]",0.3157894736842105
"[Sewing supports (Bodleian, Inc.d.f2.1494.2)]",0.3157894736842105
"[Sewing supports (Bodleian, Inc.d.f2.1494.2)]",0.3157894736842105
"[Left-section (Bodleian, Vet.Al.d.39)]",0.3157894736842105
"[Right-section (Bodleian, Vet.Al.d.39)]",0.3157894736842105
"[Spine-section (Bodleian, Vet.Al.d.39)]",0.3157894736842105
"[Left endleaves (Bodleian, Vet.256e.15182)]",0.3125
