label,centrality
"[Tail endband (Bodleian, Ms Digby 44)]",0.3
"[Right board (Bodleian, 8vo S 188 Art)]",0.3
"[Sewing structure (Bodleian, Ms. Auct. F.1.14)]",0.3
"[Sewing structure (Bodleian, G.Pamph.1670)]",0.3
"[Head endband (Bodleian, Ms Digby 44)]",0.3
"[Spine-section (Bodleian, Vet.256e.15182)]",0.29411764705882354
"[Textblock (Bodleian, 8vo S 188 Art)]",0.29411764705882354
"[Textblock (Bodleian, MS. e Mus. 65)]",0.29411764705882354
"[Spine-section (Bodleian, 23197 d1)]",0.29411764705882354
"[Previous repairs-place (Bodleian, C 8 22 Line?)]",0.2857142857142857
"[Sewing supports (Bodleian, AA 106 Art)]",0.2857142857142857
"[Sewing supports (Bodleian, AA 106 Art)]",0.2857142857142857
"[Inside boards (Bodleian, MS. e Mus. 65)]",0.2857142857142857
"[Previous repairs-place (Bodleian, C 8 22 Line?)]",0.2857142857142857
"[Inside boards (Bodleian, MS. e Mus. 65)]",0.2857142857142857
"[Sewing supports (Bodleian, AA 106 Art)]",0.2857142857142857
"[Sewing supports (Bodleian, AA 106 Art)]",0.2857142857142857
"[Sewing supports (Bodleian, AA 106 Art)]",0.2857142857142857
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",0.2777777777777778
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",0.2777777777777778
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",0.2777777777777778
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",0.2777777777777778
"[Sewing supports (Bodleian, Ms. Auct. D.4.17)]",0.2777777777777778
"[Spine lining (Bodleian, Bliss B4)]",0.2727272727272727
"[Sewing structure (Bodleian, MS. e Mus. 65)]",0.2727272727272727
"[Tail endband (Bodleian, MS. e Mus. 65)]",0.2727272727272727
"[Head endband (Bodleian, MS. e Mus. 65)]",0.2727272727272727
"[Covering material (Bodleian, Arch.B.c.4)]",0.2631578947368421
"[Sewing supports (Bodleian, C 8 22 Line?)]",0.2631578947368421
"[Sewing supports (Bodleian, C 8 22 Line?)]",0.2631578947368421
"[Sewing supports (Bodleian, C 8 22 Line?)]",0.2631578947368421
"[Sewing supports (Bodleian, C 8 22 Line?)]",0.2631578947368421
"[Adhesive layer, spine (Bodleian, Ms.BOM.187)]",0.2631578947368421
"[Pastedowns (Bodleian, Ms Digby 44)]",0.2608695652173913
"[Pastedowns (Bodleian, Ms Digby 44)]",0.2608695652173913
"[Left-section (Bodleian, Arch A f 134)]",0.25925925925925924
"[Right-section (Bodleian, Arch A f 134)]",0.25925925925925924
"[Right board (Bodleian, Arch.F.b.3)]",0.25
"[Core (endband)-place (Bodleian, Ms. Auct. F.1.14)]",0.25
"[Sewing structure (Bodleian, Arch.F.b.3)]",0.25
"[Left board (Bodleian, Arch.F.b.3)]",0.25
"[Left endleaves (Bodleian, AA 106 Art)]",0.25
"[Right endleaves (Bodleian, AA 106 Art)]",0.25
"[Right board (Bodleian, Ms.BOM.187)]",0.25
"[Previous repairs-place (Bodleian, C 8 22 Line?)]",0.24
"[Sewing supports (Bodleian, Ms.BOM.187)]",0.23809523809523808
"[Sewing supports (Bodleian, Ms.BOM.187)]",0.23809523809523808
"[Textblock (Bodleian, AA 106 Art)]",0.23809523809523808
"[Sewing supports (Bodleian, Ms.BOM.187)]",0.23809523809523808
"[Sewing supports (Bodleian, Ms.BOM.187)]",0.23809523809523808
"[Sewing supports (Bodleian, Ms.BOM.187)]",0.23809523809523808
[braid],0.23333333333333334
"[Textblock (Bodleian, G.Pamph.2376)]",0.23076923076923078
"[Textblock (Bodleian, Dance E 44)]",0.23076923076923078
"[Spine lining (Bodleian, Arch.F.b.3)]",0.23076923076923078
"[Left endleaves (Bodleian, Ms. Clas. Dep. C.43)]",0.23076923076923078
"[Adhesive layer, spine (Bodleian, Ms. Clas. Dep. C.43)]",0.23076923076923078
"[Right endleaves (Bodleian, Ms. Clas. Dep. C.43)]",0.23076923076923078
"[Left-section (Bodleian, Ms. Clas. Dep. C.43)]",0.23076923076923078
"[Textblock (Bodleian, G.Pamph.2589)]",0.23076923076923078
"[Previous repairs (Bodleian, C 8 22 Line?)]",0.2222222222222222
"[Spine-section (Bodleian, G.Pamph.2376)]",0.21428571428571427
"[Book height (Bodleian, Bliss B4)]",0.2
"[Textblock (Bodleian, Ms. Clas. Dep. C.43)]",0.2
[Conservator],0.2
"[Book height (Bodleian, Vet.256e.15182)]",0.2
"[Sewing supports (Bodleian, 23197 d1)]",0.2
[Conservator],0.2
"[Needles (Bodleian, Arch.B.c.4)]",0.2
[Conservator],0.2
"[Sewing supports (Bodleian, Ms.Add.A.105)]",0.2
"[Book thickness (Bodleian, 6062)]",0.2
"[Book height (Bodleian, 6062)]",0.2
"[Book width (Bodleian, Bliss B4)]",0.2
"[Core (endband) (Bodleian, Ms. Auct. F.1.14)]",0.2
[Conservator],0.2
"[Book thickness (Bodleian, Bliss B4)]",0.2
[Conservator],0.2
"[Needles (Bodleian, Arch.B.c.4)]",0.2
"[Sewing supports (Bodleian, 23197 d1)]",0.2
"[Sewing supports (Bodleian, Ms.Add.A.105)]",0.2
[Conservator],0.2
"[Cover (Bodleian, MS. e Mus. 65)]",0.2
"[Book width (Bodleian, 6062)]",0.2
[Conservator],0.2
[Conservator],0.2
"[Book width (Bodleian, Vet.256e.15182)]",0.2
"[Primary sewing (endband techniques) (Bodleian, Ms. Auct. F.1.14)]",0.2
"[Book thickness (Bodleian, Vet.256e.15182)]",0.2
"[Covering material (Bodleian, Ms Digby 44)]",0.19230769230769232
null,0.19047619047619047
"[Sewing supports (Bodleian, Arch A f 134)]",0.19047619047619047
"[Sewing supports (Bodleian, Arch A f 134)]",0.19047619047619047
"[Previous repairs-place (Bodleian, AA 106 Art)]",0.1875
"[Previous repairs-place (Bodleian, AA 106 Art)]",0.1875
"[Adhesive layer, spine (Bodleian, 6062)]",0.1875
"[Clasps (Bodleian, Ms. Auct. D.4.17)]",0.1875
"[Spine-section (Bodleian, 6062)]",0.1875
"[Adhesive layer, spine (Bodleian, Ms Digby 44)]",0.1875
"[Covering material-place (Bodleian, AA 106 Art)]",0.1875
"[Adhesive layer, spine (Bodleian, 23197 d1)]",0.1875
"[Spine-section (Bodleian, Bliss B4)]",0.1875
"[Adhesive layer, spine (Bodleian, Ms. Auct. D.4.17)]",0.1875
"[Previous repairs-place (Bodleian, AA 106 Art)]",0.1875
"[Adhesive layer, spine (Bodleian, MS. e Mus. 65)]",0.1875
"[Adhesive layer, spine (Bodleian, G.Pamph.1670)]",0.1875
"[Previous repairs (Bodleian, AA 106 Art)]",0.18181818181818182
"[Right endleaves (Bodleian, 23197 d1)]",0.17647058823529413
"[Spine-section (Bodleian, 8vo S 188 Art)]",0.17647058823529413
"[Book height (Bodleian, Arch A f 134)]",0.16666666666666666
[Solution material: water],0.16666666666666666
"[Outer joints-place (Bodleian, G.Pamph.1670)]",0.16666666666666666
[Solution material: isopropanol],0.16666666666666666
"[Left endleaves (Bodleian, 23197 d1)]",0.16666666666666666
"[Covering material (Bodleian, Ms. Auct. F.1.14)]",0.16666666666666666
"[Book height (Bodleian, Arch.B.c.4)]",0.16666666666666666
"[Outer joints (Bodleian, G.Pamph.1670)]",0.16666666666666666
[Solution material: IMS],0.16666666666666666
[dye],0.16666666666666666
"[Book width (Bodleian, Arch.B.c.4)]",0.16666666666666666
"[Book thickness (Bodleian, Arch.B.c.4)]",0.16666666666666666
"[Book width (Bodleian, Arch A f 134)]",0.16666666666666666
"[Book thickness (Bodleian, Arch A f 134)]",0.16666666666666666
[Japanese paper (handmade paper)],0.1643835616438356
"[Gold tooling (Bodleian, Arch.B.c.4)]",0.15789473684210525
"[Adhesive layer, spine (Bodleian, AA 106 Art)]",0.15789473684210525
"[Left endleaves (Bodleian, MS. e Mus. 65)]",0.15789473684210525
"[Grain layer (Bodleian, Arch.B.c.4)]",0.15789473684210525
"[Right-section (Bodleian, Ms.BOM.187)]",0.15789473684210525
"[Right endleaves (Bodleian, Vet.Al.d.39)]",0.15789473684210525
"[Left endleaves (Bodleian, Vet.Al.d.39)]",0.15789473684210525
"[Adhesive layer, spine (Bodleian, Arch.F.b.3)]",0.15789473684210525
"[Right-section (Bodleian, Ms.Douce.88)]",0.15789473684210525
[leather dressing],0.15789473684210525
"[Adhesive layer, spine (Bodleian, Ms.Douce.88)]",0.15789473684210525
"[Spine-section (Bodleian, Ms.Douce.88)]",0.15789473684210525
"[Left-section (Bodleian, Ms.Douce.88)]",0.15789473684210525
"[Adhesive layer, spine (Bodleian, Vet.Al.d.39)]",0.15789473684210525
"[Adhesive layer, spine (Bodleian, C 8 22 Line?)]",0.15789473684210525
"[Left-section (Bodleian, Ms.BOM.187)]",0.15789473684210525
"[Left endleaves (Bodleian, Ms.Douce.88)]",0.15789473684210525
"[Gold tooling (Bodleian, Ms.BOM.187)]",0.15789473684210525
"[Right endleaves (Bodleian, Ms.Douce.88)]",0.15789473684210525
"[Right inside boards (Bodleian, Ms Digby 44)]",0.15789473684210525
"[Right endleaves (Bodleian, MS. e Mus. 65)]",0.15789473684210525
"[Sewing supports (Bodleian, Dance E 44)]",0.15384615384615385
"[Sewing supports (Bodleian, Dance E 44)]",0.15384615384615385
"[Sewing supports (Bodleian, Dance E 44)]",0.15384615384615385
"[Sewing supports (Bodleian, Dance E 44)]",0.15384615384615385
"[Secondary sewing (endband techniques) (Bodleian, Ms. Auct. F.1.14)]",0.15
[machine-made paper],0.15
"[Sewing supports (Bodleian, MS. e Mus. 65)]",0.14285714285714285
"[Sewing supports (Bodleian, MS. e Mus. 65)]",0.14285714285714285
"[Core (endband) (Bodleian, Ms. Auct. F.1.14)]",0.14285714285714285
"[Left boards joints (Bodleian, Ms. Auct. F.1.14)]",0.14285714285714285
"[Covering material (Bodleian, AA 106 Art)]",0.13636363636363635
"[Corners head (Bodleian, G.Pamph.2376)]",0.13333333333333333
"[Corners tail (Bodleian, G.Pamph.2376)]",0.13333333333333333
"[Flyleaves (Bodleian, Ms Digby 44)]",0.13043478260869565
"[Tube hollow (Bodleian, Ms.Douce.88)]",0.13043478260869565
"[Flyleaves (Bodleian, Ms Digby 44)]",0.13043478260869565
"[Caps-place (Bodleian, Arch.F.b.3)]",0.13043478260869565
"[Caps (Bodleian, Arch.F.b.3)]",0.13043478260869565
"[Corner plates (Bodleian, Inc.d.f2.1494.2)]",0.12903225806451613
"[Bosses (Bodleian, Inc.d.f2.1494.2)]",0.12903225806451613
"[Shelfmark (Bodleian, G.Pamph.2376)]",0.125
[Colour],0.125
"[Head corners (Bodleian, Ms. Auct. F.1.14)]",0.125
"[Joints right (Bodleian, Ms. Auct. D.4.17)]",0.125
"[Shelfmark (Bodleian, G.Pamph.2589)]",0.125
"[Shelfmark (Bodleian, Ms. Clas. Dep. C.43)]",0.125
[Colour],0.125
[Colour],0.125
"[Joints left (Bodleian, Ms. Auct. D.4.17)]",0.125
"[Verso (Bodleian, Arch.B.c.4)]",0.125
"[Tie-downs (Bodleian, Vet.Al.d.39)]",0.125
"[Right (Bodleian, Dance E 44)]",0.125
"[Tail corners (Bodleian, Ms. Auct. F.1.14)]",0.125
"[Left (Bodleian, Dance E 44)]",0.125
[Colour],0.125
"[Shelfmark (Bodleian, Dance E 44)]",0.125
"[Tie-downs (Bodleian, Vet.Al.d.39)]",0.125
"[Corners first few leaves last few leaves (Bodleian, 6062)]",0.11538461538461539
"[New lining (Bodleian, G.Pamph.2589)]",0.1111111111111111
"[Head corners (Bodleian, G.Pamph.1670)]",0.1111111111111111
"[New lining (Bodleian, G.Pamph.2376)]",0.1111111111111111
"[New spine lining (Bodleian, Ms. Clas. Dep. C.43)]",0.1111111111111111
"[New lining (Bodleian, G.Pamph.2376)]",0.1111111111111111
"[New sewing (Bodleian, Dance E 44)]",0.1111111111111111
"[Right (Bodleian, Ms. Clas. Dep. C.43)]",0.1111111111111111
"[Tail corners (Bodleian, Ms. Auct. F.1.14)]",0.1111111111111111
"[Tail corners (Bodleian, G.Pamph.1670)]",0.1111111111111111
"[Tail endbands (Bodleian, Ms. Auct. F.1.14)]",0.1111111111111111
"[Left joints (Bodleian, Ms.Add.A.105)]",0.1111111111111111
"[New lining (Bodleian, G.Pamph.2589)]",0.1111111111111111
"[Head corners (Bodleian, Ms. Auct. F.1.14)]",0.1111111111111111
"[Head corners (Bodleian, Ms. Auct. F.1.14)]",0.1111111111111111
"[New lining (Bodleian, Dance E 44)]",0.1111111111111111
"[Right joints (Bodleian, Ms.Add.A.105)]",0.1111111111111111
"[Tail corners (Bodleian, Ms. Auct. F.1.14)]",0.1111111111111111
"[New tube hollow (Bodleian, Dance E 44)]",0.1111111111111111
"[Joints left (Bodleian, Ms. Auct. F.1.14)]",0.1111111111111111
"[New spine lining (Bodleian, Ms. Clas. Dep. C.43)]",0.1111111111111111
"[Spine-section (Bodleian, Arch A f 134)]",0.1111111111111111
"[Flyleaves (Bodleian, Bliss B4)]",0.10714285714285714
"[Pastedowns-place (Bodleian, Arch.F.b.3)]",0.10714285714285714
"[Pastedowns-place (Bodleian, Arch.F.b.3)]",0.10714285714285714
"[Previous repairs (Bodleian, Vet.Al.d.39)]",0.10714285714285714
"[Bookblock edges (Bodleian, Arch.B.c.4)]",0.10526315789473684
"[Backing joints (Bodleian, AA 106 Art)]",0.10526315789473684
"[Left joints (Bodleian, Arch.B.c.4)]",0.10526315789473684
"[Head caps (Bodleian, Arch.B.c.4)]",0.10526315789473684
"[Bookblock edges (Bodleian, Arch A f 134)]",0.10526315789473684
"[Spine middle (Bodleian, C 8 22 Line?)]",0.10526315789473684
[Colour],0.10526315789473684
[Colour],0.10526315789473684
"[Bookblock spine (Bodleian, AA 106 Art)]",0.10526315789473684
[Colour],0.10526315789473684
"[Bookblock spine (Bodleian, Arch A f 134)]",0.10526315789473684
"[Right joints (Bodleian, Arch.B.c.4)]",0.10526315789473684
[Colour],0.10526315789473684
"[Previous repairs (Bodleian, Ms.BOM.187)]",0.10344827586206896
"[Shelfmark (Bodleian, G.Pamph.1670)]",0.1
"[Shelfmark (Bodleian, Ms. Auct. F.1.14)]",0.1
"[Shelfmark (Bodleian, MS. e Mus. 65)]",0.1
"[Corners head (Bodleian, 6062)]",0.1
"[Shelfmark (Bodleian, Ms Digby 44)]",0.1
"[Corners tail (Bodleian, 6062)]",0.1
"[Shelfmark (Bodleian, 8vo S 188 Art)]",0.1
"[Shelfmark (Bodleian, Bliss B4)]",0.1
"[Shelfmark (Bodleian, Vet.256e.15182)]",0.1
"[Pastedowns-place (Bodleian, Arch.F.b.3)]",0.1
"[Flyleaves (Bodleian, G.Pamph.1670)]",0.1
"[Straps (Bodleian, Inc.d.f2.1494.2)]",0.1
"[Pastedowns-place (Bodleian, Arch.F.b.3)]",0.1
"[Shelfmark (Bodleian, Ms.Add.A.105)]",0.1
"[Covering material (Bodleian, Arch A f 134)]",0.1
"[Cover (Bodleian, G.Pamph.1670)]",0.1
"[Boards left centre (Bodleian, Inc.d.f2.1494.2)]",0.1
"[Shelfmark (Bodleian, Ms. Auct. D.4.17)]",0.1
"[Shelfmark (Bodleian, 6062)]",0.1
"[Corners head (Bodleian, 6062)]",0.1
"[Inner joints (Bodleian, G.Pamph.1670)]",0.1
"[Boards right centre (Bodleian, Inc.d.f2.1494.2)]",0.1
"[Shelfmark (Bodleian, 23197 d1)]",0.1
"[Corners tail (Bodleian, 6062)]",0.1
[Colour],0.09523809523809523
"[Right joints (Bodleian, Ms Digby 44)]",0.09523809523809523
"[Corners head (Bodleian, Ms.Add.A.105)]",0.09523809523809523
"[Detached (Bodleian, C 8 22 Line?)]",0.09523809523809523
"[Bookblock spine (Bodleian, Arch.B.c.4)]",0.09523809523809523
[Colour],0.09523809523809523
"[Corners tail (Bodleian, Ms.Add.A.105)]",0.09523809523809523
"[Corners head (Bodleian, G.Pamph.2376)]",0.09523809523809523
"[Left joints (Bodleian, Ms Digby 44)]",0.09523809523809523
"[Corners tail (Bodleian, G.Pamph.2376)]",0.09523809523809523
"[Detached (Bodleian, C 8 22 Line?)]",0.09523809523809523
"[New lining (Bodleian, G.Pamph.1670)]",0.09090909090909091
"[New lining (Bodleian, 6062)]",0.09090909090909091
"[Right (Bodleian, 8vo S 188 Art)]",0.09090909090909091
"[New covering material (Bodleian, Ms. Auct. F.1.14)]",0.09090909090909091
"[New endbandshead (Bodleian, MS. e Mus. 65)]",0.09090909090909091
"[New lining (Bodleian, Bliss B4)]",0.09090909090909091
"[Head corners (Bodleian, Vet.Al.d.39)]",0.09090909090909091
"[New lining (Bodleian, 6062)]",0.09090909090909091
"[Tail corners (Bodleian, Vet.Al.d.39)]",0.09090909090909091
"[Core (endband) (Bodleian, Ms. Auct. F.1.14)]",0.09090909090909091
"[Right (Bodleian, Ms. Auct. D.4.17)]",0.09090909090909091
"[Right (Bodleian, Ms. Auct. F.1.14)]",0.09090909090909091
"[Head corners (Bodleian, Vet.Al.d.39)]",0.09090909090909091
"[New lining (Bodleian, Vet.256e.15182)]",0.09090909090909091
"[Right (Bodleian, G.Pamph.2376)]",0.09090909090909091
"[New endbandstail (Bodleian, MS. e Mus. 65)]",0.09090909090909091
"[Tail corners (Bodleian, Vet.Al.d.39)]",0.09090909090909091
"[Head corners (Bodleian, Vet.Al.d.39)]",0.08695652173913043
"[Corners tail (Bodleian, 23197 d1)]",0.08695652173913043
"[Corners head (Bodleian, 23197 d1)]",0.08695652173913043
"[Tail corners (Bodleian, Vet.Al.d.39)]",0.08695652173913043
"[Head corners (Bodleian, Vet.Al.d.39)]",0.08695652173913043
"[Cockling (Bodleian, Ms Digby 44)]",0.08695652173913043
"[Head corners (Bodleian, Arch.F.b.3)]",0.08695652173913043
"[Tail corners (Bodleian, Arch.F.b.3)]",0.08695652173913043
"[Corners tail (Bodleian, 23197 d1)]",0.08695652173913043
"[Corners head (Bodleian, 23197 d1)]",0.08695652173913043
"[Tail corners (Bodleian, Vet.Al.d.39)]",0.08695652173913043
"[Right (Bodleian, Arch.B.c.4)]",0.08333333333333333
"[Shelfmark (Bodleian, Arch.F.b.3)]",0.08333333333333333
"[Shelfmark (Bodleian, Ms.BOM.187)]",0.08333333333333333
"[Right (Bodleian, Inc.d.f2.1494.2)]",0.08333333333333333
"[Shelfmark (Bodleian, AA 106 Art)]",0.08333333333333333
"[Tail corners (Bodleian, G.Pamph.1670)]",0.08333333333333333
"[Shelfmark (Bodleian, Arch A f 134)]",0.08333333333333333
"[Shelfmark (Bodleian, Ms.Douce.88)]",0.08333333333333333
"[Head corners (Bodleian, G.Pamph.1670)]",0.08333333333333333
"[Left (Bodleian, Inc.d.f2.1494.2)]",0.08333333333333333
"[Shelfmark (Bodleian, C 8 22 Line?)]",0.08333333333333333
"[Shelfmark (Bodleian, Vet.Al.d.39)]",0.08333333333333333
"[Shelfmark (Bodleian, Inc.d.f2.1494.2)]",0.08333333333333333
"[Left (Bodleian, Arch.B.c.4)]",0.08333333333333333
"[Shelfmark (Bodleian, Arch.B.c.4)]",0.08333333333333333
"[Head corners (Bodleian, C 8 22 Line?)]",0.08
"[Left endleaves (Bodleian, Arch.B.c.4)]",0.08
"[Tail corners (Bodleian, C 8 22 Line?)]",0.08
"[Right endleaves (Bodleian, Arch.B.c.4)]",0.08
"[Corners head (Bodleian, C 8 22 Line?)]",0.08
"[Corners tail (Bodleian, C 8 22 Line?)]",0.08
"[Corners tail (Bodleian, C 8 22 Line?)]",0.08
"[Tail corners (Bodleian, C 8 22 Line?)]",0.08
"[Corners head (Bodleian, C 8 22 Line?)]",0.08
"[Cockling (Bodleian, Ms Digby 44)]",0.08
"[Head corners (Bodleian, C 8 22 Line?)]",0.08
"[New tube hollow (Bodleian, 6062)]",0.07692307692307693
"[Right (Bodleian, G.Pamph.2589)]",0.07692307692307693
"[New lining (Bodleian, C 8 22 Line?)]",0.07692307692307693
"[New tips (corners) (Bodleian, Inc.d.f2.1494.2)]",0.07692307692307693
"[Left (Bodleian, G.Pamph.2589)]",0.07692307692307693
"[Right (Bodleian, G.Pamph.2376)]",0.07692307692307693
"[New spine (cover) (Bodleian, Arch A f 134)]",0.07692307692307693
"[New spine lining (Bodleian, Vet.Al.d.39)]",0.07692307692307693
"[Bookblock spine (Bodleian, Dance E 44)]",0.07692307692307693
"[Head (Bodleian, Ms. Clas. Dep. C.43)]",0.07692307692307693
"[Left joints (Bodleian, Ms.BOM.187)]",0.07692307692307693
"[Left (Bodleian, Arch.F.b.3)]",0.07692307692307693
"[Left (Bodleian, 8vo S 188 Art)]",0.07692307692307693
"[New spine lining (Bodleian, Arch.B.c.4)]",0.07692307692307693
"[New sides (Bodleian, Inc.d.f2.1494.2)]",0.07692307692307693
"[New endbandtail (Bodleian, C 8 22 Line?)]",0.07692307692307693
"[New sewing (Bodleian, Arch A f 134)]",0.07692307692307693
"[New lining (Bodleian, C 8 22 Line?)]",0.07692307692307693
"[New covers (Bodleian, Inc.d.f2.1494.2)]",0.07692307692307693
"[New spine lining (Bodleian, Ms.Douce.88)]",0.07692307692307693
"[New covering material (Bodleian, G.Pamph.2376)]",0.07692307692307693
"[Right (Bodleian, Ms.BOM.187)]",0.07692307692307693
"[New sewing (Bodleian, C 8 22 Line?)]",0.07692307692307693
"[Right (Bodleian, Bliss B4)]",0.07692307692307693
"[Right (Bodleian, Arch.F.b.3)]",0.07692307692307693
"[New spine lining (Bodleian, Ms.Douce.88)]",0.07692307692307693
"[New spine lining (Bodleian, Arch.B.c.4)]",0.07692307692307693
"[New endbandstail (Bodleian, MS. e Mus. 65)]",0.07692307692307693
"[New spine lining (Bodleian, Arch.F.b.3)]",0.07692307692307693
"[Loose (Bodleian, Dance E 44)]",0.07692307692307693
"[New tube hollow (Bodleian, 6062)]",0.07692307692307693
"[Right (Bodleian, Arch A f 134)]",0.07692307692307693
"[Bookblock spine (Bodleian, Ms. Clas. Dep. C.43)]",0.07692307692307693
"[New spine lining (Bodleian, Arch.B.c.4)]",0.07692307692307693
"[New sewing (Bodleian, Inc.d.f2.1494.2)]",0.07692307692307693
"[New endbandshead (Bodleian, Inc.d.f2.1494.2)]",0.07692307692307693
"[Right (Bodleian, G.Pamph.1670)]",0.07692307692307693
"[Broken (Bodleian, Dance E 44)]",0.07692307692307693
"[Broken (Bodleian, Dance E 44)]",0.07692307692307693
"[Corners last few leaves (Bodleian, 6062)]",0.07692307692307693
"[New caps (Bodleian, Arch.F.b.3)]",0.07692307692307693
"[Left (Bodleian, Ms. Clas. Dep. C.43)]",0.07692307692307693
"[New endbandhead (Bodleian, C 8 22 Line?)]",0.07692307692307693
"[New spine stiffener (Bodleian, G.Pamph.2589)]",0.07692307692307693
"[New covering material (Bodleian, G.Pamph.2589)]",0.07692307692307693
"[Left (Bodleian, Ms. Clas. Dep. C.43)]",0.07692307692307693
"[Spine (Bodleian, G.Pamph.2376)]",0.07692307692307693
"[Right (Bodleian, Dance E 44)]",0.07692307692307693
"[New spine lining (Bodleian, Ms.Douce.88)]",0.07692307692307693
"[Left (Bodleian, G.Pamph.2589)]",0.07692307692307693
"[Spine (Bodleian, Dance E 44)]",0.07692307692307693
"[New spine lining (Bodleian, Ms.Douce.88)]",0.07692307692307693
"[Tail (Bodleian, Ms. Clas. Dep. C.43)]",0.07692307692307693
"[New endbandstail (Bodleian, Inc.d.f2.1494.2)]",0.07692307692307693
"[New concertina guard (Bodleian, C 8 22 Line?)]",0.07692307692307693
"[Left (Bodleian, G.Pamph.2376)]",0.07692307692307693
"[Bookblock spine (Bodleian, G.Pamph.2589)]",0.07692307692307693
"[New endbandshead (Bodleian, Arch.B.c.4)]",0.07692307692307693
"[Left (Bodleian, Ms. Auct. F.1.14)]",0.07692307692307693
"[New spine lining (Bodleian, Ms.Douce.88)]",0.07692307692307693
"[Tail corners (Bodleian, MS. e Mus. 65)]",0.07692307692307693
"[Loose (Bodleian, Dance E 44)]",0.07692307692307693
"[Head corners (Bodleian, MS. e Mus. 65)]",0.07692307692307693
"[Broken (Bodleian, Dance E 44)]",0.07692307692307693
"[New spine stiffener (Bodleian, G.Pamph.2376)]",0.07692307692307693
"[Left (Bodleian, Dance E 44)]",0.07692307692307693
"[New spine lining (Bodleian, Arch.B.c.4)]",0.07692307692307693
"[Bookblock spine (Bodleian, G.Pamph.2376)]",0.07692307692307693
"[New spine lining (Bodleian, Ms.Douce.88)]",0.07692307692307693
"[New endbandstail (Bodleian, Arch.B.c.4)]",0.07692307692307693
"[Spine (Bodleian, G.Pamph.2589)]",0.07692307692307693
"[New endbandshead (Bodleian, MS. e Mus. 65)]",0.07692307692307693
"[Cockling (Bodleian, Ms.Add.A.105)]",0.07142857142857142
"[Splitting (Bodleian, G.Pamph.1670)]",0.07142857142857142
"[Tail (Bodleian, G.Pamph.2376)]",0.07142857142857142
"[Head (Bodleian, Dance E 44)]",0.07142857142857142
[poulticing],0.07142857142857142
"[Head (Bodleian, G.Pamph.2376)]",0.07142857142857142
"[Tail (Bodleian, Dance E 44)]",0.07142857142857142
"[Broken (Bodleian, Ms. Auct. F.1.14)]",0.06896551724137931
"[Broken (Bodleian, Ms. Auct. F.1.14)]",0.06896551724137931
"[New endbandshead (Bodleian, Arch.B.c.4)]",0.06666666666666667
"[New sewing supports (Bodleian, Dance E 44)]",0.06666666666666667
"[Left (Bodleian, 6062)]",0.06666666666666667
"[Loose (Bodleian, G.Pamph.2589)]",0.06666666666666667
"[New tube hollow (Bodleian, Bliss B4)]",0.06666666666666667
"[Left (Bodleian, Ms Digby 44)]",0.06666666666666667
"[Loose (Bodleian, G.Pamph.2589)]",0.06666666666666667
"[Left (Bodleian, Ms. Auct. D.4.17)]",0.06666666666666667
"[Right (Bodleian, 6062)]",0.06666666666666667
"[Left (Bodleian, Ms.BOM.187)]",0.06666666666666667
"[New sewing supports (Bodleian, Dance E 44)]",0.06666666666666667
"[Tail corners (Bodleian, MS. e Mus. 65)]",0.06666666666666667
"[Right (Bodleian, Ms Digby 44)]",0.06666666666666667
"[Left joints (Bodleian, C 8 22 Line?)]",0.06666666666666667
"[Right (Bodleian, G.Pamph.2589)]",0.06666666666666667
"[Head corners (Bodleian, MS. e Mus. 65)]",0.06666666666666667
"[New sewing supports (Bodleian, Dance E 44)]",0.06666666666666667
"[New sewing supports (Bodleian, Dance E 44)]",0.06666666666666667
"[New endbandstail (Bodleian, Arch.B.c.4)]",0.06666666666666667
"[Boards right (Bodleian, Inc.d.f2.1494.2)]",0.06666666666666667
"[Left (Bodleian, Bliss B4)]",0.06666666666666667
"[Right (Bodleian, AA 106 Art)]",0.06666666666666667
"[Left (Bodleian, AA 106 Art)]",0.06666666666666667
"[Corners head (Bodleian, AA 106 Art)]",0.06451612903225806
"[Corners tail (Bodleian, AA 106 Art)]",0.06451612903225806
"[Corners tail (Bodleian, AA 106 Art)]",0.06451612903225806
"[Corners head (Bodleian, AA 106 Art)]",0.06451612903225806
"[Corners head (Bodleian, AA 106 Art)]",0.06451612903225806
"[Corners head (Bodleian, AA 106 Art)]",0.06451612903225806
"[Corners tail (Bodleian, AA 106 Art)]",0.06451612903225806
"[Corners tail (Bodleian, AA 106 Art)]",0.06451612903225806
"[Spine (Bodleian, Bliss B4)]",0.0625
"[New spine-section (Bodleian, Ms Digby 44)]",0.0625
"[Tail (Bodleian, Bliss B4)]",0.0625
"[Tail (Bodleian, 6062)]",0.0625
"[Tail (Bodleian, Vet.256e.15182)]",0.0625
"[Tail (Bodleian, Ms.Add.A.105)]",0.0625
"[Left (Bodleian, 23197 d1)]",0.0625
"[Sewing supports (Bodleian, 6062)]",0.0625
"[Head (Bodleian, Vet.256e.15182)]",0.0625
"[Blind tooling (Bodleian, Ms. Auct. D.4.17)]",0.0625
"[Tail (Bodleian, G.Pamph.1670)]",0.0625
