label,centrality
[spine lining],1.0
[spine lining],1.0
[spine lining],1.0
[spine lining],1.0
[spine lining],1.0
[spine lining],1.0
[spine lining],1.0
[spine lining],1.0
[spine lining],1.0
[spine lining],1.0
[cover],0.9473684210526315
[cover],0.9411764705882353
[cover],0.9047619047619048
[cover],0.9047619047619048
[cover],0.9047619047619048
[cover],0.9047619047619048
[cover],0.9047619047619048
[cover],0.8947368421052632
[cover],0.8823529411764706
[cover],0.8571428571428571
[cover],0.7619047619047619
[boards],0.75
[boards],0.7222222222222222
[cover],0.6842105263157895
[cover],0.6842105263157895
[boards],0.6818181818181818
[boards],0.6818181818181818
[boards],0.6818181818181818
[cover],0.6666666666666666
[boards],0.6666666666666666
[boards],0.6666666666666666
[cover],0.6470588235294118
[cover],0.6470588235294118
[cover],0.6470588235294118
[textblock],0.6470588235294118
[boards],0.6363636363636364
[cover],0.631578947368421
[cover],0.631578947368421
[boards],0.6111111111111112
[boards],0.5909090909090909
[boards],0.5909090909090909
[cover],0.5882352941176471
[cover],0.5789473684210527
[cover],0.5789473684210527
[cover],0.5789473684210527
[boards],0.5454545454545454
[cover],0.5294117647058824
[textblock],0.5263157894736842
[textblock],0.5238095238095238
[textblock],0.5238095238095238
[cover],0.5238095238095238
[hollow tube],0.5
[spine lining],0.5
[cover],0.5
[spine lining],0.5
[spine lining],0.5
[boards],0.5
[spine lining],0.5
[cover],0.5
[spine lining],0.5
[guards],0.5
[spine lining],0.5
[spine lining],0.5
[boards],0.5
[cover],0.5
[boards],0.5
[spine lining],0.5
[spine lining],0.5
[spine lining],0.5
[hinges],0.5
[spine lining],0.5
[boards],0.5
[spine lining],0.5
[hinges],0.5
[boards],0.5
[cover],0.5
[guards],0.5
[spine lining],0.5
[spine lining],0.5
[spine lining],0.5
[spine lining],0.5
[cover],0.5
[spine lining],0.5
[hinges],0.5
[hollow tube],0.5
[spine lining],0.5
[spine lining],0.5
[hinges],0.5
[spine lining],0.5
[hinges],0.5
[spine lining],0.5
[cover],0.5
[hinges],0.5
[hollow tube],0.5
[guards],0.5
[hinges],0.5
[boards],0.5
[spine lining],0.5
[cover],0.5
[spine lining],0.5
[spine lining],0.5
[hinges],0.5
[hinges],0.5
[spine lining],0.5
[spine lining],0.5
[spine lining],0.5
[spine lining],0.5
[hollow tube],0.5
[hollow tube],0.5
[spine lining],0.5
[spine lining],0.5
[boards],0.5
[spine lining],0.5
[boards],0.45
[boards],0.45
[boards],0.45
[boards],0.45
[covering material],0.45
[hinges],0.45
[covering material],0.4444444444444444
[hinges],0.4444444444444444
[boards],0.4444444444444444
[boards],0.4444444444444444
[textblock],0.42105263157894735
[textblock],0.42105263157894735
[cover],0.42105263157894735
[textblock],0.4117647058823529
[boards],0.4090909090909091
[boards],0.4090909090909091
[boards],0.4090909090909091
[hinges],0.4090909090909091
[hinges],0.4090909090909091
[boards],0.4090909090909091
[boards],0.4090909090909091
[covering material],0.4
[covering material],0.4
[boards],0.4
[leaf attachment],0.4
[covering material],0.3888888888888889
[textblock],0.38095238095238093
[cover],0.38095238095238093
[hinges],0.375
[spine],0.3684210526315789
[covering material],0.36363636363636365
[boards],0.36363636363636365
[boards],0.35
[hinges],0.3333333333333333
[textblock],0.3333333333333333
[hinges],0.3333333333333333
[hinges],0.3333333333333333
[guards],0.3333333333333333
[boards],0.3333333333333333
[hinges],0.3333333333333333
[textblock],0.3333333333333333
[guards],0.3333333333333333
[leaf attachment],0.3333333333333333
[hinges],0.3333333333333333
[textblock],0.3333333333333333
[covering material],0.3181818181818182
[textblock],0.30434782608695654
[covering material],0.3
[covering material],0.3
[boards],0.3
[leaf attachment],0.3
[boards],0.3
[boards],0.3
[leaf attachment],0.3
[boards],0.3
[boards],0.3
[covering material],0.3
[cover],0.29411764705882354
[cover],0.29411764705882354
[textblock],0.29411764705882354
[cover],0.29411764705882354
[cover],0.29411764705882354
[textblock],0.29411764705882354
[boards],0.2777777777777778
[boards],0.2777777777777778
[hinges],0.2777777777777778
[hinges],0.2777777777777778
[leaf attachment],0.2777777777777778
[boards],0.2727272727272727
[boards],0.2727272727272727
[covering material],0.2727272727272727
[covering material],0.2727272727272727
[leaf attachment],0.2727272727272727
