name,incomingEdges
"[Left board (Library of Congress, 4164)]",2.0
"[Left board (Library of Congress, 3994)]",2.0
"[Left board (Library of Congress, 3929)]",2.0
"[Left board (Library of Congress, 3927)]",2.0
"[Left board (Library of Congress, 2687)]",2.0
"[Left board (Library of Congress, 1657_001)]",2.0
"[Damaged (Library of Congress, 1657_001)]",2.0
"[Covering material (Library of Congress, 4388_101_01)]",2.0
"[Covering material (Library of Congress, 4357_005_001)]",2.0
"[Covering material (Library of Congress, 4053)]",2.0
"[Covering material (Library of Congress, 3968)]",2.0
"[Covering material (Library of Congress, 3929)]",2.0
"[Covering material (Library of Congress, 3824)]",2.0
"[Covering material (Library of Congress, 3494)]",2.0
"[Cover (Library of Congress, 529)]",2.0
"[Cover (Library of Congress, 4539_003)]",2.0
"[Cover (Library of Congress, 4380)]",2.0
"[Cover (Library of Congress, 3819)]",2.0
"[Cover (Library of Congress, 2966)]",2.0
"[Cover (Library of Congress, 2687)]",2.0
"[Cover (Library of Congress, 2561)]",2.0
"[Cover (Library of Congress, 2247)]",2.0
"[Book production (Library of Congress, 529)]",2.0
"[Book production (Library of Congress, 4388_101_01)]",2.0
"[Book production (Library of Congress, 4380)]",2.0
"[Book production (Library of Congress, 4357_005_001)]",2.0
"[Book production (Library of Congress, 4347_3)]",2.0
"[Book production (Library of Congress, 4341)]",2.0
"[Book production (Library of Congress, 4318_003)]",2.0
"[Book production (Library of Congress, 4318_002)]",2.0
"[Book production (Library of Congress, 4318_001)]",2.0
"[Book production (Library of Congress, 4265)]",2.0
"[Book production (Library of Congress, 4247)]",2.0
"[Book production (Library of Congress, 4240)]",2.0
"[Book production (Library of Congress, 4165)]",2.0
"[Book production (Library of Congress, 4164)]",2.0
"[Book production (Library of Congress, 3995)]",2.0
"[Book production (Library of Congress, 3968)]",2.0
"[Book production (Library of Congress, 3967)]",2.0
"[Book production (Library of Congress, 3966)]",2.0
"[Book production (Library of Congress, 3929)]",2.0
"[Book production (Library of Congress, 3928)]",2.0
"[Book production (Library of Congress, 3927)]",2.0
"[Book production (Library of Congress, 3674)]",2.0
"[Book production (Library of Congress, 3494)]",2.0
"[Book production (Library of Congress, 3027)]",2.0
"[Book production (Library of Congress, 2966)]",2.0
"[Book production (Library of Congress, 2687)]",2.0
"[Book production (Library of Congress, 2561)]",2.0
"[Book production (Library of Congress, 2247)]",2.0
"[Book production (Library of Congress, 1697)]",2.0
"[Book production (Library of Congress, 1657_001)]",2.0
"[Addition to Library of Congress, 529]",2.0
"[Addition to Library of Congress, 529]",2.0
"[Addition to Library of Congress, 4380]",2.0
"[Addition to Library of Congress, 4357_005_001]",2.0
"[Addition to Library of Congress, 4347_3]",2.0
"[Addition to Library of Congress, 4265]",2.0
"[Addition to Library of Congress, 4247]",2.0
"[Addition to Library of Congress, 4165]",2.0
"[Addition to Library of Congress, 3995]",2.0
"[Addition to Library of Congress, 3995]",2.0
"[Addition to Library of Congress, 3929]",2.0
"[Addition to Library of Congress, 3928]",2.0
"[Addition to Library of Congress, 3927]",2.0
"[Addition to Library of Congress, 3927]",2.0
"[Addition to Library of Congress, 3824]",2.0
"[Addition to Library of Congress, 3819]",2.0
"[Addition to Library of Congress, 3674]",2.0
"[Addition to Library of Congress, 3027]",2.0
"[Addition to Library of Congress, 2687]",2.0
"[Addition to Library of Congress, 2561]",2.0
null,1.0
"[Washington, D.C. (place)]",1.0
"[Tail (Library of Congress, 529)]",1.0
"[Tail (Library of Congress, 4539_003)]",1.0
"[Tail (Library of Congress, 4388_101_01)]",1.0
"[Tail (Library of Congress, 4380)]",1.0
"[Tail (Library of Congress, 4357_005_001)]",1.0
"[Tail (Library of Congress, 4347_3)]",1.0
"[Tail (Library of Congress, 4341)]",1.0
"[Tail (Library of Congress, 4318_006)]",1.0
"[Tail (Library of Congress, 4318_005)]",1.0
"[Tail (Library of Congress, 4318_003)]",1.0
"[Tail (Library of Congress, 4318_002)]",1.0
"[Tail (Library of Congress, 4318_001)]",1.0
"[Tail (Library of Congress, 4265)]",1.0
"[Tail (Library of Congress, 4247)]",1.0
"[Tail (Library of Congress, 4240)]",1.0
"[Tail (Library of Congress, 4165)]",1.0
"[Tail (Library of Congress, 4164)]",1.0
"[Tail (Library of Congress, 4053)]",1.0
"[Tail (Library of Congress, 3995)]",1.0
"[Tail (Library of Congress, 3994)]",1.0
"[Tail (Library of Congress, 3968)]",1.0
"[Tail (Library of Congress, 3967)]",1.0
"[Tail (Library of Congress, 3966)]",1.0
"[Tail (Library of Congress, 3929)]",1.0
"[Tail (Library of Congress, 3928)]",1.0
"[Tail (Library of Congress, 3927)]",1.0
"[Tail (Library of Congress, 3824)]",1.0
"[Tail (Library of Congress, 3819)]",1.0
"[Tail (Library of Congress, 3674)]",1.0
"[Tail (Library of Congress, 3494)]",1.0
"[Tail (Library of Congress, 3027)]",1.0
"[Tail (Library of Congress, 2966)]",1.0
"[Tail (Library of Congress, 2687)]",1.0
"[Tail (Library of Congress, 2561)]",1.0
"[Tail (Library of Congress, 2247)]",1.0
"[Tail (Library of Congress, 1697)]",1.0
"[Tail (Library of Congress, 1657_001)]",1.0
"[Spine (place) (Library of Congress, 529)]",1.0
"[Spine (place) (Library of Congress, 4539_003)]",1.0
"[Spine (place) (Library of Congress, 4388_101_01)]",1.0
"[Spine (place) (Library of Congress, 4380)]",1.0
"[Spine (place) (Library of Congress, 4357_005_001)]",1.0
"[Spine (place) (Library of Congress, 4347_3)]",1.0
"[Spine (place) (Library of Congress, 4341)]",1.0
"[Spine (place) (Library of Congress, 4318_006)]",1.0
"[Spine (place) (Library of Congress, 4318_005)]",1.0
"[Spine (place) (Library of Congress, 4318_003)]",1.0
"[Spine (place) (Library of Congress, 4318_002)]",1.0
"[Spine (place) (Library of Congress, 4318_001)]",1.0
"[Spine (place) (Library of Congress, 4265)]",1.0
"[Spine (place) (Library of Congress, 4247)]",1.0
"[Spine (place) (Library of Congress, 4240)]",1.0
"[Spine (place) (Library of Congress, 4165)]",1.0
"[Spine (place) (Library of Congress, 4164)]",1.0
"[Spine (place) (Library of Congress, 4053)]",1.0
"[Spine (place) (Library of Congress, 3995)]",1.0
"[Spine (place) (Library of Congress, 3994)]",1.0
"[Spine (place) (Library of Congress, 3968)]",1.0
"[Spine (place) (Library of Congress, 3967)]",1.0
"[Spine (place) (Library of Congress, 3966)]",1.0
"[Spine (place) (Library of Congress, 3929)]",1.0
"[Spine (place) (Library of Congress, 3928)]",1.0
"[Spine (place) (Library of Congress, 3927)]",1.0
"[Spine (place) (Library of Congress, 3824)]",1.0
"[Spine (place) (Library of Congress, 3819)]",1.0
"[Spine (place) (Library of Congress, 3674)]",1.0
"[Spine (place) (Library of Congress, 3494)]",1.0
"[Spine (place) (Library of Congress, 3027)]",1.0
"[Spine (place) (Library of Congress, 2966)]",1.0
"[Spine (place) (Library of Congress, 2687)]",1.0
"[Spine (place) (Library of Congress, 2561)]",1.0
"[Spine (place) (Library of Congress, 2247)]",1.0
"[Spine (place) (Library of Congress, 1697)]",1.0
"[Spine (place) (Library of Congress, 1657_001)]",1.0
"[Spine (Library of Congress, 529)]",1.0
"[Spine (Library of Congress, 4539_003)]",1.0
"[Spine (Library of Congress, 4357_005_001)]",1.0
"[Spine (Library of Congress, 4341)]",1.0
"[Spine (Library of Congress, 4318_005)]",1.0
"[Spine (Library of Congress, 4318_003)]",1.0
"[Spine (Library of Congress, 4318_002)]",1.0
"[Spine (Library of Congress, 4318_001)]",1.0
"[Spine (Library of Congress, 4265)]",1.0
"[Spine (Library of Congress, 4247)]",1.0
"[Spine (Library of Congress, 4165)]",1.0
"[Spine (Library of Congress, 4053)]",1.0
"[Spine (Library of Congress, 3967)]",1.0
"[Spine (Library of Congress, 3966)]",1.0
"[Spine (Library of Congress, 3928)]",1.0
"[Spine (Library of Congress, 3824)]",1.0
"[Spine (Library of Congress, 3674)]",1.0
"[Spine (Library of Congress, 3027)]",1.0
"[Spine (Library of Congress, 2966)]",1.0
"[Spine (Library of Congress, 2247)]",1.0
"[Sewing supports (Library of Congress, 529)]",1.0
"[Sewing supports (Library of Congress, 4539_003)]",1.0
"[Sewing supports (Library of Congress, 4388_101_01)]",1.0
"[Sewing supports (Library of Congress, 4380)]",1.0
"[Sewing supports (Library of Congress, 4357_005_001)]",1.0
"[Sewing supports (Library of Congress, 4347_3)]",1.0
"[Sewing supports (Library of Congress, 4341)]",1.0
"[Sewing supports (Library of Congress, 4318_006)]",1.0
"[Sewing supports (Library of Congress, 4318_005)]",1.0
"[Sewing supports (Library of Congress, 4318_003)]",1.0
"[Sewing supports (Library of Congress, 4318_002)]",1.0
"[Sewing supports (Library of Congress, 4318_001)]",1.0
"[Sewing supports (Library of Congress, 4265)]",1.0
"[Sewing supports (Library of Congress, 4247)]",1.0
"[Sewing supports (Library of Congress, 4240)]",1.0
"[Sewing supports (Library of Congress, 4165)]",1.0
"[Sewing supports (Library of Congress, 4164)]",1.0
"[Sewing supports (Library of Congress, 4053)]",1.0
"[Sewing supports (Library of Congress, 3995)]",1.0
"[Sewing supports (Library of Congress, 3994)]",1.0
"[Sewing supports (Library of Congress, 3968)]",1.0
"[Sewing supports (Library of Congress, 3967)]",1.0
"[Sewing supports (Library of Congress, 3966)]",1.0
"[Sewing supports (Library of Congress, 3929)]",1.0
"[Sewing supports (Library of Congress, 3928)]",1.0
"[Sewing supports (Library of Congress, 3927)]",1.0
"[Sewing supports (Library of Congress, 3824)]",1.0
"[Sewing supports (Library of Congress, 3819)]",1.0
"[Sewing supports (Library of Congress, 3674)]",1.0
"[Sewing supports (Library of Congress, 3494)]",1.0
"[Sewing supports (Library of Congress, 3027)]",1.0
"[Sewing supports (Library of Congress, 2966)]",1.0
"[Sewing supports (Library of Congress, 2687)]",1.0
"[Sewing supports (Library of Congress, 2561)]",1.0
"[Sewing supports (Library of Congress, 2247)]",1.0
"[Sewing supports (Library of Congress, 1697)]",1.0
"[Sewing supports (Library of Congress, 1657_001)]",1.0
"[Right (Library of Congress, 529)]",1.0
"[Right (Library of Congress, 529)]",1.0
"[Right (Library of Congress, 4539_003)]",1.0
"[Right (Library of Congress, 4539_003)]",1.0
"[Right (Library of Congress, 4388_101_01)]",1.0
"[Right (Library of Congress, 4388_101_01)]",1.0
"[Right (Library of Congress, 4380)]",1.0
"[Right (Library of Congress, 4380)]",1.0
"[Right (Library of Congress, 4357_005_001)]",1.0
"[Right (Library of Congress, 4357_005_001)]",1.0
"[Right (Library of Congress, 4347_3)]",1.0
"[Right (Library of Congress, 4347_3)]",1.0
"[Right (Library of Congress, 4341)]",1.0
"[Right (Library of Congress, 4341)]",1.0
"[Right (Library of Congress, 4318_006)]",1.0
"[Right (Library of Congress, 4318_006)]",1.0
"[Right (Library of Congress, 4318_005)]",1.0
"[Right (Library of Congress, 4318_005)]",1.0
"[Right (Library of Congress, 4318_003)]",1.0
"[Right (Library of Congress, 4318_003)]",1.0
"[Right (Library of Congress, 4318_002)]",1.0
"[Right (Library of Congress, 4318_002)]",1.0
"[Right (Library of Congress, 4318_001)]",1.0
"[Right (Library of Congress, 4318_001)]",1.0
"[Right (Library of Congress, 4265)]",1.0
"[Right (Library of Congress, 4265)]",1.0
"[Right (Library of Congress, 4247)]",1.0
"[Right (Library of Congress, 4247)]",1.0
"[Right (Library of Congress, 4240)]",1.0
"[Right (Library of Congress, 4240)]",1.0
"[Right (Library of Congress, 4165)]",1.0
"[Right (Library of Congress, 4165)]",1.0
"[Right (Library of Congress, 4164)]",1.0
"[Right (Library of Congress, 4164)]",1.0
"[Right (Library of Congress, 4053)]",1.0
"[Right (Library of Congress, 4053)]",1.0
"[Right (Library of Congress, 3995)]",1.0
"[Right (Library of Congress, 3995)]",1.0
"[Right (Library of Congress, 3994)]",1.0
"[Right (Library of Congress, 3994)]",1.0
"[Right (Library of Congress, 3968)]",1.0
"[Right (Library of Congress, 3968)]",1.0
"[Right (Library of Congress, 3967)]",1.0
"[Right (Library of Congress, 3967)]",1.0
"[Right (Library of Congress, 3966)]",1.0
"[Right (Library of Congress, 3966)]",1.0
"[Right (Library of Congress, 3929)]",1.0
"[Right (Library of Congress, 3929)]",1.0
"[Right (Library of Congress, 3928)]",1.0
"[Right (Library of Congress, 3928)]",1.0
"[Right (Library of Congress, 3927)]",1.0
"[Right (Library of Congress, 3927)]",1.0
"[Right (Library of Congress, 3824)]",1.0
"[Right (Library of Congress, 3824)]",1.0
"[Right (Library of Congress, 3819)]",1.0
"[Right (Library of Congress, 3819)]",1.0
"[Right (Library of Congress, 3674)]",1.0
"[Right (Library of Congress, 3674)]",1.0
"[Right (Library of Congress, 3494)]",1.0
"[Right (Library of Congress, 3494)]",1.0
"[Right (Library of Congress, 3027)]",1.0
"[Right (Library of Congress, 3027)]",1.0
"[Right (Library of Congress, 2966)]",1.0
"[Right (Library of Congress, 2966)]",1.0
"[Right (Library of Congress, 2687)]",1.0
"[Right (Library of Congress, 2687)]",1.0
"[Right (Library of Congress, 2561)]",1.0
"[Right (Library of Congress, 2561)]",1.0
"[Right (Library of Congress, 2247)]",1.0
"[Right (Library of Congress, 2247)]",1.0
"[Right (Library of Congress, 1697)]",1.0
"[Right (Library of Congress, 1697)]",1.0
"[Right (Library of Congress, 1657_001)]",1.0
"[Right (Library of Congress, 1657_001)]",1.0
"[Repaired (Library of Congress, 1657_001)]",1.0
"[Outer joints (Library of Congress, 4388_101_01)]",1.0
"[Outer joints (Library of Congress, 4388_101_01)]",1.0
"[Outer joints (Library of Congress, 4240)]",1.0
"[Outer joints (Library of Congress, 4240)]",1.0
"[Outer joints (Library of Congress, 4164)]",1.0
"[Outer joints (Library of Congress, 4164)]",1.0
"[Outer joints (Library of Congress, 3994)]",1.0
"[Outer joints (Library of Congress, 3994)]",1.0
"[Outer joints (Library of Congress, 3968)]",1.0
"[Outer joints (Library of Congress, 3968)]",1.0
"[Outer joints (Library of Congress, 3929)]",1.0
"[Outer joints (Library of Congress, 3929)]",1.0
"[Outer joints (Library of Congress, 1657_001)]",1.0
"[Outer joints (Library of Congress, 1657_001)]",1.0
"[New sewing (Library of Congress, 529)]",1.0
"[New sewing (Library of Congress, 4380)]",1.0
"[New sewing (Library of Congress, 4357_005_001)]",1.0
"[New sewing (Library of Congress, 4347_3)]",1.0
"[New sewing (Library of Congress, 4265)]",1.0
"[New sewing (Library of Congress, 4247)]",1.0
"[New sewing (Library of Congress, 4165)]",1.0
"[New sewing (Library of Congress, 3995)]",1.0
"[New sewing (Library of Congress, 3929)]",1.0
"[New sewing (Library of Congress, 3928)]",1.0
"[New sewing (Library of Congress, 3927)]",1.0
"[New sewing (Library of Congress, 3824)]",1.0
"[New sewing (Library of Congress, 3819)]",1.0
"[New sewing (Library of Congress, 3674)]",1.0
"[New sewing (Library of Congress, 3027)]",1.0
"[New sewing (Library of Congress, 2561)]",1.0
"[New covers (Library of Congress, 529)]",1.0
"[New covers (Library of Congress, 529)]",1.0
"[New covers (Library of Congress, 4539_003)]",1.0
"[New covers (Library of Congress, 4357_005_001)]",1.0
"[New covers (Library of Congress, 4341)]",1.0
"[New covers (Library of Congress, 4318_005)]",1.0
"[New covers (Library of Congress, 4318_003)]",1.0
"[New covers (Library of Congress, 4318_002)]",1.0
"[New covers (Library of Congress, 4318_001)]",1.0
"[New covers (Library of Congress, 4265)]",1.0
"[New covers (Library of Congress, 4247)]",1.0
"[New covers (Library of Congress, 4165)]",1.0
"[New covers (Library of Congress, 4053)]",1.0
"[New covers (Library of Congress, 3995)]",1.0
"[New covers (Library of Congress, 3967)]",1.0
"[New covers (Library of Congress, 3966)]",1.0
"[New covers (Library of Congress, 3928)]",1.0
"[New covers (Library of Congress, 3927)]",1.0
"[New covers (Library of Congress, 3824)]",1.0
"[New covers (Library of Congress, 3674)]",1.0
"[New covers (Library of Congress, 3027)]",1.0
"[New covers (Library of Congress, 2966)]",1.0
"[New covers (Library of Congress, 2687)]",1.0
"[New covers (Library of Congress, 2247)]",1.0
"[Mold (Library of Congress, 2687)]",1.0
"[Losses (Library of Congress, 4341)]",1.0
"[Losses (Library of Congress, 4341)]",1.0
"[Losses (Library of Congress, 3927)]",1.0
"[Losses (Library of Congress, 3927)]",1.0
"[Losses (Library of Congress, 3824)]",1.0
"[Losses (Library of Congress, 3824)]",1.0
"[Losses (Library of Congress, 3674)]",1.0
"[Losses (Library of Congress, 3674)]",1.0
"[Losses (Library of Congress, 2966)]",1.0
"[Losses (Library of Congress, 2966)]",1.0
"[Lifted (Library of Congress, 4357_005_001)]",1.0
"[Lifted (Library of Congress, 3027)]",1.0
"[Left (Library of Congress, 529)]",1.0
"[Left (Library of Congress, 529)]",1.0
"[Left (Library of Congress, 4539_003)]",1.0
"[Left (Library of Congress, 4539_003)]",1.0
"[Left (Library of Congress, 4388_101_01)]",1.0
"[Left (Library of Congress, 4388_101_01)]",1.0
"[Left (Library of Congress, 4380)]",1.0
"[Left (Library of Congress, 4380)]",1.0
"[Left (Library of Congress, 4357_005_001)]",1.0
"[Left (Library of Congress, 4357_005_001)]",1.0
"[Left (Library of Congress, 4347_3)]",1.0
"[Left (Library of Congress, 4347_3)]",1.0
"[Left (Library of Congress, 4341)]",1.0
"[Left (Library of Congress, 4341)]",1.0
"[Left (Library of Congress, 4318_006)]",1.0
"[Left (Library of Congress, 4318_006)]",1.0
"[Left (Library of Congress, 4318_005)]",1.0
"[Left (Library of Congress, 4318_005)]",1.0
"[Left (Library of Congress, 4318_003)]",1.0
"[Left (Library of Congress, 4318_003)]",1.0
"[Left (Library of Congress, 4318_002)]",1.0
"[Left (Library of Congress, 4318_002)]",1.0
"[Left (Library of Congress, 4318_001)]",1.0
"[Left (Library of Congress, 4318_001)]",1.0
"[Left (Library of Congress, 4265)]",1.0
"[Left (Library of Congress, 4265)]",1.0
"[Left (Library of Congress, 4247)]",1.0
"[Left (Library of Congress, 4247)]",1.0
"[Left (Library of Congress, 4240)]",1.0
"[Left (Library of Congress, 4240)]",1.0
"[Left (Library of Congress, 4165)]",1.0
"[Left (Library of Congress, 4165)]",1.0
"[Left (Library of Congress, 4164)]",1.0
"[Left (Library of Congress, 4164)]",1.0
"[Left (Library of Congress, 4053)]",1.0
"[Left (Library of Congress, 4053)]",1.0
"[Left (Library of Congress, 3995)]",1.0
"[Left (Library of Congress, 3995)]",1.0
"[Left (Library of Congress, 3994)]",1.0
"[Left (Library of Congress, 3994)]",1.0
"[Left (Library of Congress, 3968)]",1.0
"[Left (Library of Congress, 3968)]",1.0
"[Left (Library of Congress, 3967)]",1.0
"[Left (Library of Congress, 3967)]",1.0
"[Left (Library of Congress, 3966)]",1.0
"[Left (Library of Congress, 3966)]",1.0
"[Left (Library of Congress, 3929)]",1.0
"[Left (Library of Congress, 3929)]",1.0
"[Left (Library of Congress, 3928)]",1.0
"[Left (Library of Congress, 3928)]",1.0
"[Left (Library of Congress, 3927)]",1.0
"[Left (Library of Congress, 3927)]",1.0
"[Left (Library of Congress, 3824)]",1.0
"[Left (Library of Congress, 3824)]",1.0
"[Left (Library of Congress, 3819)]",1.0
"[Left (Library of Congress, 3819)]",1.0
"[Left (Library of Congress, 3674)]",1.0
"[Left (Library of Congress, 3674)]",1.0
"[Left (Library of Congress, 3494)]",1.0
"[Left (Library of Congress, 3494)]",1.0
"[Left (Library of Congress, 3027)]",1.0
"[Left (Library of Congress, 3027)]",1.0
"[Left (Library of Congress, 2966)]",1.0
"[Left (Library of Congress, 2966)]",1.0
"[Left (Library of Congress, 2687)]",1.0
"[Left (Library of Congress, 2687)]",1.0
"[Left (Library of Congress, 2561)]",1.0
"[Left (Library of Congress, 2561)]",1.0
"[Left (Library of Congress, 2247)]",1.0
"[Left (Library of Congress, 2247)]",1.0
"[Left (Library of Congress, 1697)]",1.0
"[Left (Library of Congress, 1697)]",1.0
"[Left (Library of Congress, 1657_001)]",1.0
"[Left (Library of Congress, 1657_001)]",1.0
"[Inner joints (Library of Congress, 4357_005_001)]",1.0
"[Inner joints (Library of Congress, 4357_005_001)]",1.0
"[Inner joints (Library of Congress, 4265)]",1.0
"[Inner joints (Library of Congress, 4265)]",1.0
"[Inner joints (Library of Congress, 4053)]",1.0
"[Inner joints (Library of Congress, 4053)]",1.0
"[Inner joints (Library of Congress, 3995)]",1.0
"[Inner joints (Library of Congress, 3995)]",1.0
"[Inner joints (Library of Congress, 3994)]",1.0
"[Inner joints (Library of Congress, 3994)]",1.0
"[Inner joints (Library of Congress, 3968)]",1.0
"[Inner joints (Library of Congress, 3968)]",1.0
"[Inner joints (Library of Congress, 3967)]",1.0
"[Inner joints (Library of Congress, 3967)]",1.0
"[Inner joints (Library of Congress, 3966)]",1.0
"[Inner joints (Library of Congress, 3966)]",1.0
"[Inner joints (Library of Congress, 3929)]",1.0
"[Inner joints (Library of Congress, 3929)]",1.0
"[Inner joints (Library of Congress, 3928)]",1.0
"[Inner joints (Library of Congress, 3928)]",1.0
"[Inner joints (Library of Congress, 3824)]",1.0
"[Inner joints (Library of Congress, 3824)]",1.0
"[Head (Library of Congress, 529)]",1.0
"[Head (Library of Congress, 4539_003)]",1.0
"[Head (Library of Congress, 4388_101_01)]",1.0
"[Head (Library of Congress, 4380)]",1.0
"[Head (Library of Congress, 4357_005_001)]",1.0
"[Head (Library of Congress, 4347_3)]",1.0
"[Head (Library of Congress, 4341)]",1.0
"[Head (Library of Congress, 4318_006)]",1.0
"[Head (Library of Congress, 4318_005)]",1.0
"[Head (Library of Congress, 4318_003)]",1.0
"[Head (Library of Congress, 4318_002)]",1.0
"[Head (Library of Congress, 4318_001)]",1.0
"[Head (Library of Congress, 4265)]",1.0
"[Head (Library of Congress, 4247)]",1.0
"[Head (Library of Congress, 4240)]",1.0
"[Head (Library of Congress, 4165)]",1.0
"[Head (Library of Congress, 4164)]",1.0
"[Head (Library of Congress, 4053)]",1.0
"[Head (Library of Congress, 3995)]",1.0
"[Head (Library of Congress, 3994)]",1.0
"[Head (Library of Congress, 3968)]",1.0
"[Head (Library of Congress, 3967)]",1.0
"[Head (Library of Congress, 3966)]",1.0
"[Head (Library of Congress, 3929)]",1.0
"[Head (Library of Congress, 3928)]",1.0
"[Head (Library of Congress, 3927)]",1.0
"[Head (Library of Congress, 3824)]",1.0
"[Head (Library of Congress, 3819)]",1.0
"[Head (Library of Congress, 3674)]",1.0
"[Head (Library of Congress, 3494)]",1.0
"[Head (Library of Congress, 3027)]",1.0
"[Head (Library of Congress, 2966)]",1.0
"[Head (Library of Congress, 2687)]",1.0
"[Head (Library of Congress, 2561)]",1.0
"[Head (Library of Congress, 2247)]",1.0
"[Head (Library of Congress, 1697)]",1.0
"[Head (Library of Congress, 1657_001)]",1.0
"[Gold tooling (Library of Congress, 529)]",1.0
"[Gold tooling (Library of Congress, 4388_101_01)]",1.0
"[Gold tooling (Library of Congress, 4380)]",1.0
"[Gold tooling (Library of Congress, 4247)]",1.0
"[Gold tooling (Library of Congress, 4240)]",1.0
"[Gold tooling (Library of Congress, 3968)]",1.0
"[Gold tooling (Library of Congress, 3966)]",1.0
"[Gold tooling (Library of Congress, 3929)]",1.0
"[Gold tooling (Library of Congress, 3927)]",1.0
"[Gold tooling (Library of Congress, 3824)]",1.0
"[Gold tooling (Library of Congress, 2247)]",1.0
"[Gold tooling (Library of Congress, 1697)]",1.0
"[Gold stamping (Library of Congress, 4347_3)]",1.0
"[Gold stamping (Library of Congress, 4318_006)]",1.0
"[Gold stamping (Library of Congress, 4165)]",1.0
"[Gold stamping (Library of Congress, 4164)]",1.0
"[Gold stamping (Library of Congress, 4053)]",1.0
"[Gold stamping (Library of Congress, 3994)]",1.0
"[Edges (Library of Congress, 4247)]",1.0
"[Edges (Library of Congress, 4247)]",1.0
"[Edges (Library of Congress, 4053)]",1.0
"[Edges (Library of Congress, 4053)]",1.0
"[Edges (Library of Congress, 3968)]",1.0
"[Edges (Library of Congress, 3968)]",1.0
"[Edges (Library of Congress, 3928)]",1.0
"[Edges (Library of Congress, 3928)]",1.0
"[Edges (Library of Congress, 3824)]",1.0
"[Edges (Library of Congress, 3824)]",1.0
"[Edges (Library of Congress, 3027)]",1.0
"[Edges (Library of Congress, 3027)]",1.0
"[Edges (Library of Congress, 2966)]",1.0
"[Edges (Library of Congress, 2966)]",1.0
"[Distortion (Library of Congress, 4347_3)]",1.0
"[Distortion (Library of Congress, 3995)]",1.0
"[Distortion (Library of Congress, 3994)]",1.0
"[Distortion (Library of Congress, 2561)]",1.0
"[Distortion (Library of Congress, 1697)]",1.0
"[Detached (Library of Congress, 4539_003)]",1.0
"[Detached (Library of Congress, 4539_003)]",1.0
"[Detached (Library of Congress, 4388_101_01)]",1.0
"[Detached (Library of Congress, 4388_101_01)]",1.0
"[Detached (Library of Congress, 4357_005_001)]",1.0
"[Detached (Library of Congress, 4357_005_001)]",1.0
"[Detached (Library of Congress, 4341)]",1.0
"[Detached (Library of Congress, 4341)]",1.0
"[Detached (Library of Congress, 4318_006)]",1.0
"[Detached (Library of Congress, 4318_006)]",1.0
"[Detached (Library of Congress, 4318_005)]",1.0
"[Detached (Library of Congress, 4318_005)]",1.0
"[Detached (Library of Congress, 4318_003)]",1.0
"[Detached (Library of Congress, 4318_003)]",1.0
"[Detached (Library of Congress, 4318_002)]",1.0
"[Detached (Library of Congress, 4318_002)]",1.0
"[Detached (Library of Congress, 4318_001)]",1.0
"[Detached (Library of Congress, 4318_001)]",1.0
"[Detached (Library of Congress, 4265)]",1.0
"[Detached (Library of Congress, 4265)]",1.0
"[Detached (Library of Congress, 4240)]",1.0
"[Detached (Library of Congress, 4240)]",1.0
"[Detached (Library of Congress, 4165)]",1.0
"[Detached (Library of Congress, 4165)]",1.0
"[Detached (Library of Congress, 3995)]",1.0
"[Detached (Library of Congress, 3995)]",1.0
"[Detached (Library of Congress, 3967)]",1.0
"[Detached (Library of Congress, 3967)]",1.0
"[Detached (Library of Congress, 3966)]",1.0
"[Detached (Library of Congress, 3966)]",1.0
"[Detached (Library of Congress, 3819)]",1.0
"[Detached (Library of Congress, 3819)]",1.0
"[Detached (Library of Congress, 3494)]",1.0
"[Detached (Library of Congress, 3494)]",1.0
"[Detached (Library of Congress, 2247)]",1.0
"[Detached (Library of Congress, 2247)]",1.0
"[Detached (Library of Congress, 1697)]",1.0
"[Detached (Library of Congress, 1697)]",1.0
"[Degraded (Library of Congress, 4388_101_01)]",1.0
"[Degraded (Library of Congress, 4053)]",1.0
"[Degraded (Library of Congress, 3968)]",1.0
"[Degraded (Library of Congress, 3929)]",1.0
"[Degraded (Library of Congress, 3824)]",1.0
"[Degraded (Library of Congress, 3494)]",1.0
"[Degraded (Library of Congress, 3027)]",1.0
"[Damaged (Library of Congress, 529)]",1.0
"[Damaged (Library of Congress, 4539_003)]",1.0
"[Damaged (Library of Congress, 4388_101_01)]",1.0
"[Damaged (Library of Congress, 4357_005_001)]",1.0
"[Damaged (Library of Congress, 4347_3)]",1.0
"[Damaged (Library of Congress, 4341)]",1.0
"[Damaged (Library of Congress, 4265)]",1.0
"[Damaged (Library of Congress, 4247)]",1.0
"[Damaged (Library of Congress, 4247)]",1.0
"[Damaged (Library of Congress, 4247)]",1.0
"[Damaged (Library of Congress, 4240)]",1.0
"[Damaged (Library of Congress, 4053)]",1.0
"[Damaged (Library of Congress, 4053)]",1.0
"[Damaged (Library of Congress, 4053)]",1.0
"[Damaged (Library of Congress, 3995)]",1.0
"[Damaged (Library of Congress, 3994)]",1.0
"[Damaged (Library of Congress, 3968)]",1.0
"[Damaged (Library of Congress, 3968)]",1.0
"[Damaged (Library of Congress, 3968)]",1.0
"[Damaged (Library of Congress, 3967)]",1.0
"[Damaged (Library of Congress, 3928)]",1.0
"[Damaged (Library of Congress, 3928)]",1.0
"[Damaged (Library of Congress, 3928)]",1.0
